timestamp,elapsed_s,evals,best_obj,decomp_Y,decomp_PH,decomp_L,decomp_Agg,decomp_Rank,decomp_CorrYP,decomp_NLab,fails,ms_per_eval,klein_hit_pct
2026-07-24T10:21:16,9.5,50,21.471848,0.2800,4.1804,0.8115,1.3134,8.6386,4.2851,1.9629,0,189.8,0
2026-07-24T10:21:25,19.7,100,21.471848,0.2800,4.1804,0.8115,1.3134,8.6386,4.2851,1.9629,6,204.3,0
