sector,name,share,alphaV,direct_mc,network_mc,total_mc,amp_ratio,mc_irf,y_irf,ph_irf,yi_ss
1,Agropecuario-silvicola y Pesca,0.0020209120463931113,0.11267980737410566,0.0,0.64751094719449,0.64751094719449,6.4751094719449e9,0.23979644415772786,0.8511066036245071,-0.07129897318451421,0.22899103000675242
2,Mineria,0.2362572471548207,0.10202911974240136,10.0,2.8508199832562457,12.850819983256246,1.2850819983256245,7.836406246899253,-1.16320879747384,4.707073421365038,0.6801280569441893
3,Industria manufacturera,0.11097481646687112,0.2823842734252001,-0.0,1.4097528409466855,1.4097528409466855,1.4097528409466854e10,0.27750369888817394,1.5551426078685813,-0.004713990620881409,1.0758760560676572
4,Electricidad gas agua y gestion de desechos,0.3136645962732919,0.33372064900528253,0.0,2.5644399915342864,2.5644399915342864,2.564439991534286e10,0.7789798666052614,3.9540728155120157,0.44383399815601093,0.1566982303969391
5,Construccion,0.009927748055816006,0.10854391091259312,0.0,0.6988710001081998,0.6988710001081998,6.988710001081998e9,0.37755699816743526,0.3871270709632508,0.2481632565172301,0.09009726130067654
6,Comercio hoteles y restaurantes,3.638612960739366e-5,0.08441042852410598,0.0,0.3837427674136193,0.3837427674136193,3.837427674136193e9,0.491409255707512,1.0234730030265555,0.1481837949581595,0.08082242288545982
7,Transporte comunicaciones y servicios de informacion,0.0,0.16349121658596374,0.0,0.36125482190543445,0.36125482190543445,3.612548219054344e9,0.33408367365098424,1.9033012765150892,0.16620276205751963,0.3124773347187241
8,Intermediacion financiera,0.0,0.09682701332741028,0.0,0.15247333218754122,0.15247333218754122,1.5247333218754122e9,0.5335986330529007,1.0815162534992397,0.33939243696518756,0.16040532563783022
9,Servicios inmobiliarios y de vivienda,0.00019928258270227183,0.014781863793062849,0.0,0.5640116732624479,0.5640116732624479,5.640116732624479e9,0.383938885299466,0.19754487883528024,0.27135705674988825,0.14345043535611382
10,Servicios empresariales,0.000108038029386344,0.061669567542453944,0.0,0.1932615664622554,0.1932615664622554,1.9326156646225538e9,0.7183130935008133,3.858146122226481,0.4653791081439541,0.4190783292252502
11,Servicios personales,0.0,0.04764892847446154,0.0,0.23809617842851094,0.23809617842851094,2.3809617842851095e9,0.8532569890939794,-0.9908037769189388,0.7003534885233007,0.14248334319520675
12,Administracion publica,0.0009828009828009828,0.05912259364749133,0.0,0.21168597331149994,0.21168597331149994,2.1168597331149993e9,0.8822301769607491,-0.2449809528124505,0.7572461194198448,0.0020969366025883323
