sector,name,share,alphaV,direct_mc,network_mc,total_mc,amp_ratio,mc_irf,y_irf,ph_irf,yi_ss
1,Agropecuario-silvicola y Pesca,0.4644583077058255,0.11267980737410566,0.0,6.474406040407798,6.474406040407798,6.474406040407798e10,0.3970029487318081,3.937351168225274,-0.2821354124174901,0.22899103000675242
2,Mineria,0.23759931286235775,0.10202911974240136,0.0,4.494893840823223,4.494893840823223,4.494893840823222e10,-0.10992329227039951,0.4266930713018033,-0.39518479331247225,0.6801280569441893
3,Industria manufacturera,0.454177121085401,0.2823842734252001,10.0,5.706128237698964,15.706128237698964,1.5706128237698964,6.613323409940918,0.0414705137781807,2.7794091286295637,1.0758760560676572
4,Electricidad gas agua y gestion de desechos,0.14003387916431395,0.33372064900528253,-0.0,2.5488166391088045,2.5488166391088045,2.5488166391088043e10,-0.8702230124698098,1.1551069899095738,-0.8882940466979954,0.1566982303969391
5,Construccion,0.5624620815178424,0.10854391091259312,0.0,6.55686497750707,6.55686497750707,6.5568649775070694e10,0.5285327546869419,-0.9064867552893899,0.29387347474094766,0.09009726130067654
6,Comercio hoteles y restaurantes,0.27242295237055636,0.08441042852410598,0.0,3.654003738428764,3.654003738428764,3.6540037384287636e10,-0.07809287259310727,-0.17255801043805405,-0.4283952934803117,0.08082242288545982
7,Transporte comunicaciones y servicios de informacion,0.2675752121367961,0.16349121658596374,0.0,3.539989614521421,3.539989614521421,3.539989614521421e10,-0.25610473028220987,0.8312568789720676,-0.41863834216237594,0.3124773347187241
8,Intermediacion financiera,0.04080932784636488,0.09682701332741028,0.0,1.3764111193816562,1.3764111193816562,1.376411119381656e10,-0.5758222190230612,0.1375070026182894,-0.6778146068258696,0.16040532563783022
9,Servicios inmobiliarios y de vivienda,0.011159824631327222,0.014781863793062849,0.0,4.633484467727499,4.633484467727499,4.633484467727499e10,-0.021840704686335876,-0.5862836453732133,-0.1532181418213689,0.14345043535611382
10,Servicios empresariales,0.14509507346585998,0.061669567542453944,0.0,1.8406527246574735,1.8406527246574735,1.8406527246574734e10,-0.306265640000908,1.1511051656298148,-0.47654009325015834,0.4190783292252502
11,Servicios personales,0.4331054275343969,0.04764892847446154,0.0,2.333474499290152,2.333474499290152,2.333474499290152e10,-0.0661462056597563,-1.1447488997750104,-0.1849117961693895,0.14248334319520675
12,Administracion publica,0.25307125307125306,0.05912259364749133,0.0,1.3477319071202232,1.3477319071202232,1.347731907120223e10,-0.29954596144246415,0.9148854233804726,-0.3831071803811864,0.0020969366025883323
