sector,name,share,alphaV,direct_mc,network_mc,total_mc,amp_ratio,mc_irf,y_irf,ph_irf,yi_ss
1,Agropecuario-silvicola y Pesca,0.4644583077058255,0.11267980737410566,0.0,6.474406040407798,6.474406040407798,6.474406040407798e10,0.47529641199186423,6.4889728049906115,-0.054128563339742676,0.22899103000675242
2,Mineria,0.23759931286235775,0.10202911974240136,0.0,4.494893840823223,4.494893840823223,4.494893840823222e10,0.22185739177013977,1.4795194918555177,-0.2177050362937004,0.6801280569441893
3,Industria manufacturera,0.454177121085401,0.2823842734252001,10.0,5.706128237698964,15.706128237698964,1.5706128237698964,6.9538491405687965,3.0173028206613237,1.1427372707865242,1.0758760560676572
4,Electricidad gas agua y gestion de desechos,0.14003387916431395,0.33372064900528253,-0.0,2.5488166391088045,2.5488166391088045,2.5488166391088043e10,-0.040393548379747124,3.1838214789484445,-0.26348476745129473,0.1566982303969391
5,Construccion,0.5624620815178424,0.10854391091259312,0.0,6.55686497750707,6.55686497750707,6.5568649775070694e10,0.6636437183760099,1.341674795097799,-0.26542610531616506,0.09009726130067654
6,Comercio hoteles y restaurantes,0.27242295237055636,0.08441042852410598,0.0,3.654003738428764,3.654003738428764,3.6540037384287636e10,0.5353496711205613,1.021498789312711,-0.1879424112006182,0.08082242288545982
7,Transporte comunicaciones y servicios de informacion,0.2675752121367961,0.16349121658596374,0.0,3.539989614521421,3.539989614521421,3.539989614521421e10,0.3725762208170811,3.120740700442972,-0.2638754540218414,0.3124773347187241
8,Intermediacion financiera,0.04080932784636488,0.09682701332741028,0.0,1.3764111193816562,1.3764111193816562,1.376411119381656e10,0.32490460808172966,2.1220687664692726,-0.29128190175363317,0.16040532563783022
9,Servicios inmobiliarios y de vivienda,0.011159824631327222,0.014781863793062849,0.0,4.633484467727499,4.633484467727499,4.633484467727499e10,-0.041501330629539916,0.9897256555620165,-0.30716829999966944,0.14345043535611382
10,Servicios empresariales,0.14509507346585998,0.061669567542453944,0.0,1.8406527246574735,1.8406527246574735,1.8406527246574734e10,0.7034021661605191,4.137924001418204,-0.27224121010955654,0.4190783292252502
11,Servicios personales,0.4331054275343969,0.04764892847446154,0.0,2.333474499290152,2.333474499290152,2.333474499290152e10,1.0644292881899977,-0.2591395906706694,-0.3022083171771526,0.14248334319520675
12,Administracion publica,0.25307125307125306,0.05912259364749133,0.0,1.3477319071202232,1.3477319071202232,1.347731907120223e10,1.0430335702898452,2.7506241863290097,-0.31049687253339675,0.0020969366025883323
