sector,name,share,alphaV,direct_mc,network_mc,total_mc,amp_ratio,mc_irf,y_irf,ph_irf,yi_ss
1,Agropecuario-silvicola y Pesca,0.13891573675423952,0.11267980737410566,10.0,1.96962193729391,11.96962193729391,1.196962193729391,6.965031980996303,0.5610736385077362,1.585663086747935,0.22899103000675242
2,Mineria,0.0,0.10202911974240136,0.0,0.6107529775353434,0.6107529775353434,6.107529775353434e9,0.044279007073558675,0.14640815930350298,-0.05094584852223352,0.6801280569441893
3,Industria manufacturera,0.20198866276368369,0.2823842734252001,-0.0,2.1064253899397727,2.1064253899397727,2.1064253899397728e10,0.19819682565563387,0.9565783685139553,0.012625172095264463,1.0758760560676572
4,Electricidad gas agua y gestion de desechos,0.005081874647092038,0.33372064900528253,0.0,0.37777229970988474,0.37777229970988474,3.7777229970988474e9,0.008812531891432645,0.5506692835037558,-0.05690892388745514,0.1566982303969391
5,Construccion,0.0006618498703877337,0.10854391091259312,0.0,0.8862847274185454,0.8862847274185454,8.862847274185453e9,0.13496847309841656,0.4705114288905393,-0.0596888375309973,0.09009726130067654
6,Comercio hoteles y restaurantes,0.012844303751409963,0.08441042852410598,0.0,0.5759323558636156,0.5759323558636156,5.759323558636155e9,0.1763877605296187,0.29938630191242155,-0.03521572142152018,0.08082242288545982
7,Transporte comunicaciones y servicios de informacion,0.0,0.16349121658596374,0.0,0.47809859502951363,0.47809859502951363,4.780985950295136e9,0.11353632354350733,0.8949312891753483,-0.05701152062276924,0.3124773347187241
8,Intermediacion financiera,8.573388203017832e-5,0.09682701332741028,0.0,0.18742600199812914,0.18742600199812914,1.8742600199812913e9,0.146426909763629,0.7880787527269336,-0.06020598696577768,0.16040532563783022
9,Servicios inmobiliarios y de vivienda,0.0,0.014781863793062849,0.0,0.6276075566199556,0.6276075566199556,6.276075566199555e9,0.017574583680841225,0.32744918188116345,-0.06600380914750041,0.14345043535611382
10,Servicios empresariales,0.0006482281763180639,0.061669567542453944,0.0,0.25250003994047154,0.25250003994047154,2.5250003994047155e9,0.2608551630521285,1.7771458261500483,-0.05517312535780502,0.4190783292252502
11,Servicios personales,0.005233392420021947,0.04764892847446154,0.0,0.3311275368156488,0.3311275368156488,3.311275368156488e9,0.3645822744054609,-0.029718294456335732,-0.06385001862992036,0.14248334319520675
12,Administracion publica,0.004668304668304668,0.05912259364749133,0.0,0.19495078463080098,0.19495078463080098,1.9495078463080099e9,0.38179276771794296,1.7314663431513853,-0.06583812412360714,0.0020969366025883323
