moment,data,model,diff,W_diag,wdiff2
std(Y_1),0.40251267343461694,0.06281679933792694,0.33969587409669,6.1722126731898985,0.7122319076713689
std(Y_2),0.06593079046603538,0.08138590313735988,-0.015455112671324503,230.0506340894567,0.05495001125148081
std(Y_3),0.037661332268191294,0.06009552738797132,-0.022434195119780023,705.0316957633173,0.3548375952833302
std(Y_4),0.06276071037538249,0.07974924943630829,-0.016988539060925803,253.87755009155998,0.07327171636951747
std(Y_5),0.07500974078943079,0.08714630046803683,-0.012136559678606038,177.73160821523066,0.026179169330137
std(Y_6),0.0745418417254239,0.07377530842967388,0.0007665332957500215,179.96985321258663,0.00010574547938164146
std(Y_7),0.053809896952713474,0.06971782785371756,-0.01590793090100409,345.36289749977357,0.08739831727859222
std(Y_8),0.029223511737153634,0.07703866521560924,-0.04781515347845561,1170.9414875941857,2.6771105281749863
std(Y_9),0.019588167848392908,0.08312194341905602,-0.06353377557066311,2606.227760783376,10.520144268972293
std(Y_10),0.059726729129815526,0.07188541711975045,-0.012158687989934927,280.3254555235231,0.04144154751040144
std(Y_11),0.16194340750807995,0.06877840866236376,0.09316499884571619,38.13058371506068,0.3309626760698784
std(Y_12),0.011641066166204889,0.10586458245015815,-0.09422351628395326,7379.288411038996,65.51384659700005
std(PH_1),0.12755778523008562,0.04774876024292822,0.0798090249871574,61.459080714456476,0.3914624142780527
std(PH_2),0.1667265432851105,0.065638391770629,0.1010881515144815,35.97414723345245,0.3676131329356603
std(PH_3),0.052784529456403655,0.045737502524389066,0.007047026932014588,358.91093573938656,0.017823728316809926
std(PH_4),0.1266281936411397,0.06400663234417468,0.06262156129696501,62.36474869321425,0.2445608636230525
std(PH_5),0.035072829700725,0.06964315986546904,-0.03457033016474404,812.9398013568085,0.9715506387559466
std(PH_6),0.0264697554562325,0.056252984032452574,-0.029783228576220074,1427.250296551251,1.2660291084412882
std(PH_7),0.030682476820986463,0.0703095082335048,-0.039627031412518346,1062.2314860845545,1.668023821893228
std(PH_8),0.04722737845500467,0.08682922216378386,-0.039601843708779186,448.344990921834,0.703142150601618
std(PH_9),0.019445232992043114,0.07421886047806328,-0.05477362748602017,2644.6834505020997,7.9344477627390155
std(PH_10),0.0166288379496875,0.07935046400769794,-0.06272162605801043,3616.3978123302436,14.226917583957116
std(PH_11),0.10068145458771487,0.07292404171911959,0.027757412868595274,98.65089672307225,0.07600794795918774
std(PH_12),0.02869227212293004,0.08140841248559985,-0.05271614036266981,1214.703038286551,3.3756493634410383
std(L_1),0.12547528313692582,0.04871908256177704,0.07675620057514879,63.51607184821332,0.37420584727151773
std(L_2),0.04472775896592664,0.057173663217573674,-0.012445904251647037,499.8569354181575,0.07742810554065341
std(L_3),0.030172084868685698,0.05143035394971365,-0.021258269081027955,1098.4729294555618,0.4964153001889098
std(L_4),0.02381368614369391,0.045797131010098587,-0.021983444866404675,1763.3834036649614,0.8521935565642402
std(L_5),0.045993141146305844,0.040796657709664966,0.005196483436640878,472.7307550759957,0.012765356631565314
std(L_6),0.03224095216576264,0.03286869107143852,-0.0006277389056758773,962.0203999447465,0.00037909003934193477
std(L_7),0.027658613082678106,0.038827937712914706,-0.0111693246302366,1307.1914602834024,0.16307711859349647
std(L_8),0.04593886723133694,0.04304673696512067,0.002892130266216264,473.8484188929847,0.003963465996325545
std(L_9),0.028984767311891764,0.020663919616844013,0.008320847695047751,1190.3107711114508,0.08241295927941172
std(L_10),0.029087751485216997,0.04674124930828192,-0.017653497823064922,1181.897183688093,0.36833351243891
std(L_11),0.022022358090045845,0.01822896579160264,0.0037933922984432038,2061.9226045909168,0.02967070571142693
std(L_12),0.047218632187448144,0.06847848624666425,-0.021259854059216106,448.511099436219,0.2027186722253584
std(GDP),0.04107467685774289,0.07509965639746137,-0.03402497953971848,592.7228760775616,0.6861948188258453
std(pi),0.021788302660737533,0.01184141384011388,0.009946888820623653,2106.4599249815587,0.20841440297628666
"corr(GDP, pi)",-0.020028815156231613,-0.683107136510737,0.6630783213545054,49.85623498923791,21.92043343902975
mean goods expenditure share,0.57,0.57,0.0,0.3077870113881195,0.0
std(Q),0.043477809991612305,0.03925624191081788,0.004221568080794429,529.0109718347759,0.009427841541211133
autocorr(Q),0.716430614395771,0.6725332370714707,0.043897377324300324,1.9482815976583008,0.003754299158615726
"corr(GDP, Q)",0.13813984771057677,0.9604598341824132,-0.8223199864718365,26.201856183084814,17.717961365818333
rank corr: output (model vs data),1.0,-0.35664335664335667,1.3566433566433567,0.5,0.9202405985622769
rank corr: prices (model vs data),1.0,-0.4825174825174825,1.4825174825174825,0.5,1.098929042984987
rank corr: labor  (model vs data),1.0,0.5664335664335665,0.43356643356643354,0.5,0.09398992615775831
