c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80
0.10000000000000007,-1.0924823558810378e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4572838561561692e-17,2.386384392026346e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.769311149792806e-19,2.31734288026131e-17,9.236778814277863e-20,6.611515873599173e-18,5.792928820234819e-18,-3.1371050013974766e-18,7.685389036945453e-18,-6.51940166099913e-18,1.2702007366377947e-17,1.9732413014249262e-17,6.94323600612785e-18,9.689371198105814e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.811787618833316e-18,2.747780989975042e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198879027101963e-18,3.681377737098398e-18,2.836267761964695e-18,-3.1882736273102705e-19,5.379429498056217e-19,-2.666141734415958e-18,3.2342759203014274e-18,-2.6200128607554805e-18,5.593080371778649e-19,-2.3324103475862413e-18,-5.517247307554778e-18,1.2944591555702818e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.012446285852566e-17,-3.1063560734878714e-15,8.701179538809977e-29,-9.012988557255916e-29,-7.622115138604011e-29,1.053868092320022e-14,-2.736947714720491e-16,-1.8257785201959218e-16,1.5958807149361017e-14,-2.559900075187262e-25,2.989151497409593e-16,1.0496470968021471e-16,4.796899060634275e-28,-7.250382324254267e-16,-1.8804737267736228e-16,2.1015170354224496e-16,1.8316416121991805e-15,1.2255852958475643e-15,3.9895256698608023e-16,4.760632342635639e-16,1.4199216978558827e-16,1.3988344648447978e-15,8.46696728941504e-16,1.2886134840381131e-15,1.709802038866761e-15,2.3185593179693305e-15,3.777347537216464e-17,-2.213805810814293e-29,8.103430545306422e-29,-5.0275913046712964e-29,9.862122889712876e-29,5.812078766963793e-29,4.940452985945015e-29,-2.2755564483049186e-29,1.3192679904968132e-29,5.3525974709158716e-30,-6.786995217020784e-29,-3.698155750275145e-29,8.610124975244826e-30,2.1015569152526863e-16,5.665616053902512e-16,9.290647942462758e-16,1.4775386266343276e-16,1.0641009976732225e-16,7.938884879797327e-17,3.380013563858469e-16,1.905112643407829e-16,1.5894015511266168e-16,5.359593208861654e-16,1.663268995292319e-16,2.6883403888907666e-18,-4.81839466748379e-17,1.2440877575404229e-28,-1.6919898433868404e-17,-5.850890125786626e-29,-1.240034352614626e-29,5.242766473736318e-29,-1.874574043201898e-29,9.145075949224952e-30,1.1624677050332462e-29,3.686303762661023e-29,2.7691870519121887e-29,-5.452887627956284e-29,-6.990594921553863e-29,9.948431085674687e-29,7.8982163214678e-30,1.893814531180633e-29,6.320989754685194e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.049245294028874474,0.2665116186347931,-7.708278179940187e-15,-2.208244300449055e-15,8.054402511473511e-16,-1.1087922137833788,-0.08513073988799699,0.10861559955377328,-1.2089239220476469,-3.283357942434774e-11,-0.10250127717730792,-0.035993548035568444,5.1141957791981475e-15,-0.3758350163180412,-0.009834169778408392,-0.05542287028190159,-0.019031493878523095,-0.2918224591911674,-0.04883739693962396,-0.009653292372290736,-0.06956301832061042,-0.15061369708972294,-0.10331810550181168,-0.18141729475230828,-0.04728440586876265,-0.27879213298131306,-0.002944246817869258,-1.6019050990398454e-15,-1.0989086815777514e-15,1.057445249918457e-15,-6.663815710973915e-16,-1.692575298141337e-15,-6.444914137670695e-16,1.774503404459872e-15,-5.0215757070264594e-17,8.0785997261147865e-16,1.850994159118936e-15,2.8697525979287846e-15,1.6046856225699308e-15,-0.017302343536328528,-0.08205905999362909,-0.04176034939031823,-0.009977593315735757,-0.01216326778317335,-0.0062953533376981195,-0.03836745670518796,-0.026368808459508754,-0.01934163137430627,-0.0842643825761634,-0.02577185762191593,-0.0004182059036229577,0.0036086962210089986,2.4175517552303546e-15,0.00126720158376673,1.2168285352032661e-15,-5.0660420029846643e-17,1.8562271402503173e-15,1.1052800383587988e-15,-4.3806987706873956e-16,2.49575063492524e-15,-2.0347419516872094e-16,-6.12441672281609e-16,2.166059478369025e-15,-9.69790159747929e-16,-3.224452704195568e-16,-1.1245287810752766e-15,4.698871719646679e-16,-4.933366860841645e-15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0020843474295319103,0.3616898157574382,-1.0008943559187543e-14,4.217755130627572e-14,-1.8987334796399033e-14,-1.479452187762047,0.19510876681407285,0.2637277670841027,-1.663444008414265,4.17269427144308e-12,-0.03609523188653388,-0.012674919752576133,7.141150489775193e-14,-0.2983442013922146,-0.032212239839031674,-0.07066412189243465,-0.198614852831264,-0.43959880731857437,-0.0646444839200159,-0.01781214384145921,-0.06327260000547749,-0.18579587601126502,-0.10748075395316986,-0.1761728467039686,-0.10222039377174608,-0.25185855096798093,-0.002971069534484886,-6.974460420954704e-15,2.264780522270571e-14,-1.4917178394371863e-14,2.787811423892727e-14,1.83119700736007e-14,1.5227416932239382e-14,-6.863293255921875e-15,3.5193561013893335e-15,-1.3573829195765458e-15,-1.7854191409880272e-14,-9.470692707211152e-15,5.773981031843142e-16,0.01919298454882057,0.022052436449565782,0.0832402103616885,0.006236154002268707,0.00186013907624423,0.007766737700994383,0.011229672895483989,0.005651697741435063,0.005153938109611206,0.010658930882150947,0.0043094656958325775,5.261117050995808e-5,-0.0016728490078297565,5.0602315387615275e-14,-0.0005874245938892436,-2.0097007133426075e-14,-4.3987943402352145e-15,1.8193493294299923e-14,-1.6464321851859572e-15,1.6821133620460506e-15,3.0136773395404e-15,7.64467408631369e-15,1.1325876098489331e-14,-1.995054058695218e-14,-3.2455986788650934e-14,3.517498590993113e-14,6.720363278834004e-15,1.1774682364738188e-14,1.6862378032808578e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0010837833897364268,0.09564043537390196,1.2684181683575018e-15,-4.3110201582947095e-15,-1.0983533831844224e-16,-0.40984252920138725,-0.09298762553157881,-0.0017945656532824532,-0.4226018032099682,-4.282801502687572e-11,-0.08058292703724032,-0.028296871366239235,1.2249626034112483e-14,-0.26070875956112777,-0.01480469428060271,-0.020184887819487664,0.04626664762491747,-0.12821872659904918,-0.020764545105670315,-0.004016657351712631,-0.030820735529255842,-0.05936216664061544,-0.042942356460801114,-0.08031784073847402,-0.008684479069314929,-0.11673294578026198,-0.0011028512758132383,-4.3529820320802536e-16,4.061955181164943e-17,1.0806232502376986e-16,-1.2449027557226098e-16,1.53160368977449e-17,-1.0529696884275548e-16,6.057859138341815e-16,2.1365626979800434e-16,-2.5501827243896097e-17,-1.5474923467860253e-16,1.0049014621887021e-16,2.773078394997282e-16,0.007796929686708335,0.004580457176103644,0.03767629915326761,0.003948445114774371,0.0015124618353082203,0.003956778182650021,0.006639997961937567,0.0031950679653969796,0.0031823680376254866,0.005451976193728391,0.002340995696595653,2.85470757722905e-5,0.0031928110206670174,1.6449573195587689e-15,0.0011211625845615354,2.66595935134183e-16,1.6899447880998764e-16,-1.0209294524569837e-16,-1.0664018192714417e-17,3.1382329576136806e-16,-1.4814893777519826e-16,-4.330020759930452e-17,1.5400287131947312e-16,4.805114500411509e-19,8.726129765337151e-17,5.971863364083654e-16,3.804356598306025e-16,-5.513336596127804e-16,-8.754408893531659e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0011198737157926434,0.11939536294003116,-6.2408019011135896e-15,1.1664083441682103e-14,-4.451024661926609e-16,-0.504786890540429,0.24500406332882632,0.25515009783723397,-0.534718870224169,-3.2294206433656813e-11,-0.07905046139590087,-0.02775874269902978,9.913196636619965e-15,-0.2431425444949536,-0.015413861229080863,-0.021192755671374856,0.04555454144137201,-0.09933297882848656,-0.033475775511142475,-0.005875829635308545,-0.042126070936199675,-0.07108275754903398,-0.059544253422868024,-0.10284568805700303,-0.01781037365461153,-0.16308241958067618,-0.0015814324429612651,-9.957087437607684e-17,1.8235829694898512e-16,-6.026725028915942e-16,2.8950622573051087e-16,2.0740865073563518e-16,3.114954587239707e-16,7.857564570038299e-16,1.1234006027508882e-16,1.4127350650816665e-16,-5.025004069192078e-16,-4.784758479763579e-16,-1.8269615010511446e-17,0.008111160240568497,0.004693684764099624,0.03472524984895314,0.004583675571647551,0.0015655911101799152,0.004949395382968121,0.007074810882100982,0.0036204895585743844,0.003527423729458131,0.005845780208729465,0.002693312507813556,3.143173864162248e-5,0.0030432132692805045,2.4099181900506053e-15,0.0010686310064310727,7.478316380436216e-17,-1.7564609366262507e-16,7.78734889205693e-16,-1.8064167377801973e-16,2.2000899660723557e-15,9.206420174447674e-16,3.1093706292314905e-16,3.652626765023721e-17,-5.183965800767445e-16,-1.2014435729200274e-16,2.436806996554183e-16,4.707743467437507e-16,-1.384582285779022e-15,-1.3769362652012452e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0005558393183160348,0.009585413045964206,-3.0093157086508733e-15,3.3804070672272633e-15,-7.664957195516498e-16,-0.05354208912676555,0.25153667215973147,-0.006936561976217958,-0.029039977056243078,-3.990588324198154e-11,-0.0453835291238782,-0.015936525675852527,1.723581501704382e-14,-0.1678150606238925,-0.0069659572830594995,-0.023714304002617377,0.024692100697871068,-0.11701021713154136,-0.03414805773055247,0.0016594028636545597,0.006984339613633494,0.01786102169510513,0.009428178044740361,0.016217310127212614,0.011155733322374564,0.016893685801669583,0.0001980209927178403,1.1583297145671026e-16,1.3074557754660665e-16,-2.585047536362289e-16,3.18793327452166e-16,-1.8335216547988074e-16,2.404414911753156e-16,3.0178129339633695e-16,1.4763346937992403e-16,5.52602625001936e-17,-2.7017080185084637e-16,-3.773803743009801e-16,-2.5984998977777354e-17,0.006202118613868301,0.002443232628386543,0.025177241175034715,0.0031088134202221216,0.0007109165742730676,0.00010274012464559938,0.0020879559453371266,0.0009256475544293452,0.0008818186334874682,0.0023272858442587485,0.0006732754891641137,1.0858908296505725e-5,0.001924786721198904,1.1530365158050492e-16,0.0006758930738770743,6.8033421374327e-17,-4.934129065387596e-17,4.2075852089964235e-16,-3.1503529207887225e-17,8.995373713077993e-16,7.071942833860473e-16,3.412667029762575e-16,6.50354165302065e-17,-3.926533156643608e-18,1.8708711390910735e-16,-2.0073132815117755e-16,1.3286191032841658e-16,-3.9365663220743075e-16,3.0957436021705342e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.000564034397476593,0.10980994989406491,-3.2314861913537092e-15,8.283676371642457e-15,3.2139325424318833e-16,-0.45124480141365564,-0.006532608830906405,0.26208665981345186,-0.5056788931679158,7.611676808323985e-12,-0.033666932272023,-0.011822217023177364,-7.280899936282448e-15,-0.07532748387106322,-0.008447903946021374,0.0025215483312422985,0.020862440743499504,0.017677238303053202,0.0006722822194102912,-0.007535232498960397,-0.049110410549833776,-0.08894377924413943,-0.0689724314676089,-0.11906299818421681,-0.028966106976985602,-0.17997610538234046,-0.0017794534356812737,-2.154038458327787e-16,5.1612719402379605e-17,-3.4416774925536026e-16,-2.9287101721650464e-17,3.907608162155221e-16,7.105396754865788e-17,4.839751636074938e-16,-3.529340910483829e-17,8.601324400797215e-17,-2.3232960506837786e-16,-1.0109547367538052e-16,7.715383967265508e-18,0.0019090416267003192,0.002250452135713312,0.009548008673918829,0.0014748621514254815,0.0008546745359063093,0.004846655258322595,0.004986854936763851,0.002694842004144994,0.002645605095969947,0.0035184943644711903,0.0020200370186493695,2.0572830345205045e-5,0.0011184265480815405,2.294614538470095e-15,0.0003927379325539614,6.749742430044663e-18,-1.2630480300875755e-16,3.579763683060565e-16,-1.491381445701255e-16,1.3005525947645654e-15,2.1344773405871644e-16,-3.0329640053101335e-17,-2.850914887996948e-17,-5.144700469201067e-16,-3.0723147120110625e-16,4.444120278065842e-16,3.3791243641534284e-16,-9.909256535715905e-16,-4.472679867371759e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
