variable,shock,period,value
IMP,eps_pvstar,110,-0.016816750205515655
mkupV,eps_pvstar,110,0.0
CFs,eps_pvstar,110,-0.05733784149691459
CFg,eps_pvstar,110,-0.0573539676457488
PH_1,eps_pvstar,110,-0.005546448370857682
PH_2,eps_pvstar,110,-0.006056908364221577
PH_3,eps_pvstar,110,0.0007910312631690777
PH_4,eps_pvstar,110,0.0005603362970576741
PH_5,eps_pvstar,110,-0.006543863765293803
PH_6,eps_pvstar,110,-0.010768670968861692
PH_7,eps_pvstar,110,-0.007129605451745861
PH_8,eps_pvstar,110,-0.013100056219389903
PH_9,eps_pvstar,110,-0.00934745174969731
PH_10,eps_pvstar,110,-0.015688234134222837
PH_11,eps_pvstar,110,-0.01704521907330487
PH_12,eps_pvstar,110,-0.01751969795851826
P_1,eps_pvstar,110,-0.0039124019095192275
P_2,eps_pvstar,110,-0.006036607326988553
P_3,eps_pvstar,110,0.010398676200228487
P_4,eps_pvstar,110,0.0005603368139618618
P_5,eps_pvstar,110,-0.006543863765294322
P_6,eps_pvstar,110,-0.010689683147051432
P_7,eps_pvstar,110,-0.005615065504103342
P_8,eps_pvstar,110,-0.013100056219388676
P_9,eps_pvstar,110,-0.009347451749696823
P_10,eps_pvstar,110,-0.015575139984644179
P_11,eps_pvstar,110,-0.017044670299269562
P_12,eps_pvstar,110,-0.017519697958516725
L_1,eps_pvstar,110,0.04684988035246398
L_2,eps_pvstar,110,0.07303618629230016
L_3,eps_pvstar,110,0.032174448238689
L_4,eps_pvstar,110,0.06278058460805451
L_5,eps_pvstar,110,0.062399776513429706
L_6,eps_pvstar,110,0.05288486839653056
L_7,eps_pvstar,110,0.04281790663697903
L_8,eps_pvstar,110,0.04977195456270655
L_9,eps_pvstar,110,0.03532973923184794
L_10,eps_pvstar,110,0.05246871648333169
L_11,eps_pvstar,110,0.02856078957148384
L_12,eps_pvstar,110,0.11364893360652657
M_1,eps_pvstar,110,0.031398846530685226
M_2,eps_pvstar,110,0.058273074391265736
M_3,eps_pvstar,110,0.015361700648638356
M_4,eps_pvstar,110,0.047416860028676976
M_5,eps_pvstar,110,0.04554916503771798
M_6,eps_pvstar,110,0.03924953124179156
M_7,eps_pvstar,110,0.028664110614219505
M_8,eps_pvstar,110,0.04008569609308975
M_9,eps_pvstar,110,0.02206684717732464
M_10,eps_pvstar,110,0.04163067463405522
M_11,eps_pvstar,110,0.014206987300165647
M_12,eps_pvstar,110,0.09946606413807285
Y_1,eps_pvstar,110,0.03166491915293195
Y_2,eps_pvstar,110,0.05827549778985462
Y_3,eps_pvstar,110,0.011928554636056002
Y_4,eps_pvstar,110,0.04272983935141891
Y_5,eps_pvstar,110,0.04803682567614576
Y_6,eps_pvstar,110,0.041890541048538885
Y_7,eps_pvstar,110,0.028921413676828822
Y_8,eps_pvstar,110,0.04065232496520258
Y_9,eps_pvstar,110,0.023210075426606427
Y_10,eps_pvstar,110,0.04541891712162484
Y_11,eps_pvstar,110,0.02260011292963819
Y_12,eps_pvstar,110,0.10806842535816004
PM_1,eps_pvstar,110,-0.005178707814511294
PM_2,eps_pvstar,110,-0.006038610215440265
PM_3,eps_pvstar,110,-0.0034765656041677723
PM_4,eps_pvstar,110,-0.0052878443675068755
PM_5,eps_pvstar,110,-0.0034292357470983984
PM_6,eps_pvstar,110,-0.0074483286483112456
PM_7,eps_pvstar,110,-0.006800255063285469
PM_8,eps_pvstar,110,-0.012384677004715178
PM_9,eps_pvstar,110,-0.007913885023581192
PM_10,eps_pvstar,110,-0.010944947780140882
PM_11,eps_pvstar,110,-0.006550247252590058
PM_12,eps_pvstar,110,-0.00676391325615563
PL_1,eps_pvstar,110,-0.02449250009173707
PL_2,eps_pvstar,110,-0.024492500091736185
PL_3,eps_pvstar,110,-0.024492500091736855
PL_4,eps_pvstar,110,-0.024492500091735828
PL_5,eps_pvstar,110,-0.02449250009173747
PL_6,eps_pvstar,110,-0.02449250009173577
PL_7,eps_pvstar,110,-0.024492500091735828
PL_8,eps_pvstar,110,-0.024492500091736272
PL_9,eps_pvstar,110,-0.024492500091735828
PL_10,eps_pvstar,110,-0.024492500091736393
PL_11,eps_pvstar,110,-0.02449250009173703
PL_12,eps_pvstar,110,-0.02449250009172958
MC_1,eps_pvstar,110,-0.005511298592319826
MC_2,eps_pvstar,110,-0.006041639463676404
MC_3,eps_pvstar,110,0.0008148669115598369
MC_4,eps_pvstar,110,0.0005709314790657523
MC_5,eps_pvstar,110,-0.006538811545133146
MC_6,eps_pvstar,110,-0.010749590906745404
MC_7,eps_pvstar,110,-0.007121883891547087
MC_8,eps_pvstar,110,-0.013092963094856148
MC_9,eps_pvstar,110,-0.009342920335183337
MC_10,eps_pvstar,110,-0.01568025088960276
MC_11,eps_pvstar,110,-0.01704165428943071
MC_12,eps_pvstar,110,-0.0175168647812645
V_1,eps_pvstar,110,0.010854947399821069
V_2,eps_pvstar,110,0.03704125333965846
V_3,eps_pvstar,110,-0.003820484713950954
V_4,eps_pvstar,110,0.02678565165541653
V_5,eps_pvstar,110,0.026404843560784597
V_6,eps_pvstar,110,0.016889935443887946
V_7,eps_pvstar,110,0.006822973684336524
V_8,eps_pvstar,110,0.013777021610063053
V_9,eps_pvstar,110,-0.0006651937207948463
V_10,eps_pvstar,110,0.016473783530687906
V_11,eps_pvstar,110,-0.00743414338116095
V_12,eps_pvstar,110,0.07765400065389384
CHg_1,eps_pvstar,110,-0.03131824345002163
CFg_1,eps_pvstar,110,-0.05733981030555911
Cg_1,eps_pvstar,110,-0.03295065586489801
CHg_2,eps_pvstar,110,-0.030806167010928014
Cg_2,eps_pvstar,110,-0.030826448352479798
CHg_3,eps_pvstar,110,-0.037663696682521154
CFg_3,eps_pvstar,110,-0.05735412138358315
Cg_3,eps_pvstar,110,-0.047261733974643186
CHg_4,eps_pvstar,110,-0.037423394071991585
CFg_4,eps_pvstar,110,-0.057344360620061166
Cg_4,eps_pvstar,110,-0.03742339458837829
CHg_5,eps_pvstar,110,-0.03031920094119986
Cg_5,eps_pvstar,110,-0.030319198511707765
CHs_6,eps_pvstar,110,-0.026094465793374436
CFs_6,eps_pvstar,110,-0.057333033025016106
Cs_6,eps_pvstar,110,-0.026173374627363022
CHs_7,eps_pvstar,110,-0.029734966862616223
CFs_7,eps_pvstar,110,-0.057338107641896965
Cs_7,eps_pvstar,110,-0.031247992270310627
CHs_8,eps_pvstar,110,-0.02376300155502671
Cs_8,eps_pvstar,110,-0.023763001555027394
CHs_9,eps_pvstar,110,-0.027515606024717632
Cs_9,eps_pvstar,110,-0.027515606024717743
CHs_10,eps_pvstar,110,-0.02117493673435103
CFs_10,eps_pvstar,110,-0.05732814756886857
Cs_10,eps_pvstar,110,-0.02128791778977505
CHs_11,eps_pvstar,110,-0.019817839249883236
CFs_11,eps_pvstar,110,-0.05732667806007561
Cs_11,eps_pvstar,110,-0.019818387475144954
CHs_12,eps_pvstar,110,-0.019343359816171378
Cs_12,eps_pvstar,110,-0.01934335981603812
C_f,eps_pvstar,110,-0.03677647966634938
C_g_f,eps_pvstar,110,-0.0455578024443759
C_s_f,eps_pvstar,110,-0.025136121565244862
CFs_f,eps_pvstar,110,-0.0571818027702248
CFg_f,eps_pvstar,110,-0.05719789819135366
PV_f,eps_pvstar,110,0.020431626016208834
p_g_f,eps_pvstar,110,0.008781322778026802
p_s_f,eps_pvstar,110,-0.011640358101104227
r_f,eps_pvstar,110,0.001350888241617557
N_f,eps_pvstar,110,0.04908336185250449
w_f,eps_pvstar,110,-0.02446959748020297
Y_f,eps_pvstar,110,0.032805923574165174
Ctot_f,eps_pvstar,110,-0.03325144894714999
Ctots_f,eps_pvstar,110,-0.02466456709055082
Ctotg_f,eps_pvstar,110,-0.04476242172056524
VA_f,eps_pvstar,110,0.03443908100152657
GDP_f,eps_pvstar,110,0.024797548303497837
TB_f,eps_pvstar,110,2.650366750629586
M_f,eps_pvstar,110,0.031339226811195296
r_star_f,eps_pvstar,110,0.0017240338768202603
pi_e_f,eps_pvstar,110,-0.0003799826002289048
Q_f,eps_pvstar,110,0.02040075472577223
Bstar_f,eps_pvstar,110,1.0726892637556547
PX_f,eps_pvstar,110,-0.008926632444928298
X_f,eps_pvstar,110,0.102645855097459
IMP_f,eps_pvstar,110,-0.016798464233528442
V_f,eps_pvstar,110,0.007412376340771288
Y_g_f,eps_pvstar,110,0.02741737513076698
Y_s_f,eps_pvstar,110,0.03781824067385332
P_f_1,eps_pvstar,110,-0.003869330604049162
PM_f_1,eps_pvstar,110,-0.005151841480044217
PH_f_1,eps_pvstar,110,-0.005495839771349413
Cg_f_1,eps_pvstar,110,-0.03290714906229998
CHg_f_1,eps_pvstar,110,-0.031282266404166294
CFg_f_1,eps_pvstar,110,-0.057183804725977685
L_f_1,eps_pvstar,110,0.04668665929153169
Y_f_1,eps_pvstar,110,0.03150765312445104
M_f_1,eps_pvstar,110,0.03123245449140688
V_f_1,eps_pvstar,110,0.010765680494403745
MC_f_1,eps_pvstar,110,-0.0054958397713494155
PL_f_1,eps_pvstar,110,-0.024469597480203067
P_f_2,eps_pvstar,110,-0.006009257261744684
PM_f_2,eps_pvstar,110,-0.006017595505381562
PH_f_2,eps_pvstar,110,-0.006029484179326736
Cg_f_2,eps_pvstar,110,-0.030767233167512256
CHg_f_2,eps_pvstar,110,-0.03074703775021268
L_f_2,eps_pvstar,110,0.07280599638689693
Y_f_2,eps_pvstar,110,0.05805390574619819
M_f_2,eps_pvstar,110,0.05804439480704205
V_f_2,eps_pvstar,110,0.036885017589769115
MC_f_2,eps_pvstar,110,-0.006029484179326735
PL_f_2,eps_pvstar,110,-0.024469597480202943
P_f_3,eps_pvstar,110,0.010377179019743752
PM_f_3,eps_pvstar,110,-0.0034483382713198724
PH_f_3,eps_pvstar,110,0.0008152237247811069
Cg_f_3,eps_pvstar,110,-0.04715365868609276
CHg_f_3,eps_pvstar,110,-0.03760126534642586
CFg_f_3,eps_pvstar,110,-0.05719805123556003
L_f_3,eps_pvstar,110,0.03206609418633335
Y_f_3,eps_pvstar,110,0.011838237222350922
M_f_3,eps_pvstar,110,0.015249086819231686
V_f_3,eps_pvstar,110,-0.0038548846107918826
MC_f_3,eps_pvstar,110,0.0008152237247811085
PL_f_3,eps_pvstar,110,-0.024469597480202925
P_f_4,eps_pvstar,110,0.0005609130655884896
PM_f_4,eps_pvstar,110,-0.0052692841729987385
PH_f_4,eps_pvstar,110,0.0005609125505018671
Cg_f_4,eps_pvstar,110,-0.03733739273193776
CHg_f_4,eps_pvstar,110,-0.0373373922173657
CFg_f_4,eps_pvstar,110,-0.05718826293517164
L_f_4,eps_pvstar,110,0.06259092993859183
Y_f_4,eps_pvstar,110,0.0425665219140334
M_f_4,eps_pvstar,110,0.047230679292833914
V_f_4,eps_pvstar,110,0.026669951141467124
MC_f_4,eps_pvstar,110,0.0005609125505018686
PL_f_4,eps_pvstar,110,-0.024469597480202943
P_f_5,eps_pvstar,110,-0.006526325212965986
PM_f_5,eps_pvstar,110,-0.0034070278028359158
PH_f_5,eps_pvstar,110,-0.006526325212965431
Cg_f_5,eps_pvstar,110,-0.030250164613027517
CHg_f_5,eps_pvstar,110,-0.030250179391210705
L_f_5,eps_pvstar,110,0.062222366670781196
Y_f_5,eps_pvstar,110,0.04786774885699149
M_f_5,eps_pvstar,110,0.045372310928887896
V_f_5,eps_pvstar,110,0.026301387873651765
MC_f_5,eps_pvstar,110,-0.006526325212965435
PL_f_5,eps_pvstar,110,-0.024469597480203067
P_f_6,eps_pvstar,110,-0.01065645080014821
PM_f_6,eps_pvstar,110,-0.007426578007210675
PH_f_6,eps_pvstar,110,-0.010735178360678022
Cs_f_6,eps_pvstar,110,-0.026120028866202072
CHs_f_6,eps_pvstar,110,-0.026041380033234432
CFs_f_6,eps_pvstar,110,-0.05717701760602156
L_f_6,eps_pvstar,110,0.052726026531350535
Y_f_6,eps_pvstar,110,0.04173849123573077
M_f_6,eps_pvstar,110,0.03909161095295688
V_f_6,eps_pvstar,110,0.016805047734221017
MC_f_6,eps_pvstar,110,-0.01073517836067801
PL_f_6,eps_pvstar,110,-0.02446959748020297
P_f_7,eps_pvstar,110,-0.005605988048244368
PM_f_7,eps_pvstar,110,-0.0067806684135465305
PH_f_7,eps_pvstar,110,-0.00711596878517154
Cs_f_7,eps_pvstar,110,-0.031170491618106356
CHs_f_7,eps_pvstar,110,-0.02966202086191742
CFs_f_7,eps_pvstar,110,-0.05718206806849686
L_f_7,eps_pvstar,110,0.04268453218288323
Y_f_7,eps_pvstar,110,0.028801629226858583
M_f_7,eps_pvstar,110,0.028533388929558555
V_f_7,eps_pvstar,110,0.006763553385754055
MC_f_7,eps_pvstar,110,-0.007115968785171536
PL_f_7,eps_pvstar,110,-0.024469597480202936
P_f_8,eps_pvstar,110,-0.013080275662475506
PM_f_8,eps_pvstar,110,-0.012363867905998775
PH_f_8,eps_pvstar,110,-0.013080275662475611
Cs_f_8,eps_pvstar,110,-0.023696204003869025
CHs_f_8,eps_pvstar,110,-0.023696204003864945
L_f_8,eps_pvstar,110,0.049623726045640526
Y_f_8,eps_pvstar,110,0.04051226859145855
M_f_8,eps_pvstar,110,0.039939142386277125
V_f_8,eps_pvstar,110,0.01370274724851061
MC_f_8,eps_pvstar,110,-0.01308027566247559
PL_f_8,eps_pvstar,110,-0.02446959748020305
P_f_9,eps_pvstar,110,-0.009325479228392856
PM_f_9,eps_pvstar,110,-0.007895690727644674
PH_f_9,eps_pvstar,110,-0.009325479228393498
Cs_f_9,eps_pvstar,110,-0.027451000437956802
CHs_f_9,eps_pvstar,110,-0.02745100043795663
L_f_9,eps_pvstar,110,0.03523374363477127
Y_f_9,eps_pvstar,110,0.023118449033323777
M_f_9,eps_pvstar,110,0.021974618232724737
V_f_9,eps_pvstar,110,-0.0006872351623583081
MC_f_9,eps_pvstar,110,-0.009325479228393494
PL_f_9,eps_pvstar,110,-0.02446959748020301
P_f_10,eps_pvstar,110,-0.015550512364572671
PM_f_10,eps_pvstar,110,-0.010922441881202607
PH_f_10,eps_pvstar,110,-0.015663311311636896
Cs_f_10,eps_pvstar,110,-0.02122596730178146
CHs_f_10,eps_pvstar,110,-0.021113281153666435
CFs_f_10,eps_pvstar,110,-0.057172123544678224
L_f_10,eps_pvstar,110,0.05229112981632678
Y_f_10,eps_pvstar,110,0.045246100881474065
M_f_10,eps_pvstar,110,0.0414534053371266
V_f_10,eps_pvstar,110,0.01637015101919718
MC_f_10,eps_pvstar,110,-0.0156633113116369
PL_f_10,eps_pvstar,110,-0.02446959748020297
P_f_11,eps_pvstar,110,-0.017022823481600224
PM_f_11,eps_pvstar,110,-0.006527730444800028
PH_f_11,eps_pvstar,110,-0.01702337091991278
Cs_f_11,eps_pvstar,110,-0.01975365618474704
CHs_f_11,eps_pvstar,110,-0.019753109293873115
CFs_f_11,eps_pvstar,110,-0.057170651265570784
L_f_11,eps_pvstar,110,0.0284949000395491
Y_f_11,eps_pvstar,110,0.022537918791317012
M_f_11,eps_pvstar,110,0.014141406411226848
V_f_11,eps_pvstar,110,-0.007426078757580455
MC_f_11,eps_pvstar,110,-0.017023370919912798
PL_f_11,eps_pvstar,110,-0.024469597480202922
P_f_12,eps_pvstar,110,-0.017500492182512015
PM_f_12,eps_pvstar,110,-0.00674485908849071
PH_f_12,eps_pvstar,110,-0.017500492182513157
Cs_f_12,eps_pvstar,110,-0.019275987483762705
CHs_f_12,eps_pvstar,110,-0.019275987483731383
L_f_12,eps_pvstar,110,0.11333324354983702
Y_f_12,eps_pvstar,110,0.10775795931168533
M_f_12,eps_pvstar,110,0.0991534528364674
V_f_12,eps_pvstar,110,0.07741226475270746
MC_f_12,eps_pvstar,110,-0.01750049218251315
PL_f_12,eps_pvstar,110,-0.024469597480203012
Y_g,eps_pvstar,110,0.027548795662980786
Y_s,eps_pvstar,110,0.03795465726039079
AUX_ENDO_LAG_20_1,eps_pvstar,110,-3.721381122662806e-21
AUX_ENDO_LAG_21_1,eps_pvstar,110,-6.38693277779208e-22
chi,eps_pvstar,111,-2.6329229166199878e-21
xi,eps_pvstar,111,-1.7623981633110456e-21
w,eps_pvstar,111,-0.024041445728410535
VA,eps_pvstar,111,0.033929263554366505
C,eps_pvstar,111,-0.036185943151048575
Ctot,eps_pvstar,111,-0.032719399088110106
Ctotg,eps_pvstar,111,-0.044037421669660314
Ctots,eps_pvstar,111,-0.024276452981718055
M,eps_pvstar,111,0.030906344154515715
C_g,eps_pvstar,111,-0.044820779616776996
C_s,eps_pvstar,111,-0.0247397645802003
p_g,eps_pvstar,111,0.008634836465728428
p_s,eps_pvstar,111,-0.011446178570848025
N,eps_pvstar,111,0.0483304405736943
pi,eps_pvstar,111,0.0008192666739759911
pi_g,eps_pvstar,111,0.0006572615204791256
pi_s,eps_pvstar,111,0.0010340176914020573
r,eps_pvstar,111,0.002133454992674929
om_g,eps_pvstar,111,-3.0143187093606134e-21
om_s,eps_pvstar,111,-5.173415550017082e-22
Y,eps_pvstar,111,0.03233655804899193
PV,eps_pvstar,111,0.02012360686957078
r_star,eps_pvstar,111,0.0016969833819673165
Rworld,eps_pvstar,111,1.6366059824530092e-16
pi_e,eps_pvstar,111,0.0004447945735221835
Bstar,eps_pvstar,111,1.0558621712182537
Pipstar,eps_pvstar,111,2.675884768685428e-16
Q,eps_pvstar,111,0.02009582270817755
TB,eps_pvstar,111,2.6090270534983744
PX,eps_pvstar,111,-0.008784746747373203
X,eps_pvstar,111,0.10108199309443462
Ystar,eps_pvstar,111,9.780837459301607e-17
V,eps_pvstar,111,0.007341894065116661
PVstar,eps_pvstar,111,2.7784161392994062e-5
GDP,eps_pvstar,111,0.02442728252503282
IMP,eps_pvstar,111,-0.01650588013520138
mkupV,eps_pvstar,111,0.0
CFs,eps_pvstar,111,-0.056283653513420615
CFg,eps_pvstar,111,-0.05629948267783992
PH_1,eps_pvstar,111,-0.005444294618614045
PH_2,eps_pvstar,111,-0.005945358952748067
PH_3,eps_pvstar,111,0.0007764658319312668
PH_4,eps_pvstar,111,0.0005500166269656755
PH_5,eps_pvstar,111,-0.006423350027423509
PH_6,eps_pvstar,111,-0.01057034747309952
PH_7,eps_pvstar,111,-0.006998304411672383
PH_8,eps_pvstar,111,-0.012858801492891028
PH_9,eps_pvstar,111,-0.009175305642685861
PH_10,eps_pvstar,111,-0.015399315090112463
PH_11,eps_pvstar,111,-0.01673131214765576
PH_12,eps_pvstar,111,-0.017197053570468787
P_1,eps_pvstar,111,-0.0038403420186991265
P_2,eps_pvstar,111,-0.005925431790991037
P_3,eps_pvstar,111,0.010207170552342416
P_4,eps_pvstar,111,0.0005500171343503163
P_5,eps_pvstar,111,-0.006423350027424019
P_6,eps_pvstar,111,-0.01049281433498293
P_7,eps_pvstar,111,-0.005511656888409526
P_8,eps_pvstar,111,-0.012858801492889817
P_9,eps_pvstar,111,-0.009175305642685384
P_10,eps_pvstar,111,-0.01528830372701494
P_11,eps_pvstar,111,-0.016730773480017398
P_12,eps_pvstar,111,-0.01719705357046728
L_1,eps_pvstar,111,0.04599034249425506
L_2,eps_pvstar,111,0.07169650857047408
L_3,eps_pvstar,111,0.03158382369828033
L_4,eps_pvstar,111,0.061628848123218366
L_5,eps_pvstar,111,0.061255134532522584
L_6,eps_pvstar,111,0.05191469052388115
L_7,eps_pvstar,111,0.04203234076476361
L_8,eps_pvstar,111,0.04885894654748229
L_9,eps_pvstar,111,0.034681468536839836
L_10,eps_pvstar,111,0.051506564795619304
L_11,eps_pvstar,111,0.02803649717479373
L_12,eps_pvstar,111,0.11156447542037062
M_1,eps_pvstar,111,0.030823852119333348
M_2,eps_pvstar,111,0.057205271883748396
M_3,eps_pvstar,111,0.015080696564013361
M_4,eps_pvstar,111,0.04654805984396617
M_5,eps_pvstar,111,0.044714842290680186
M_6,eps_pvstar,111,0.0385304594790319
M_7,eps_pvstar,111,0.028139199155555232
M_8,eps_pvstar,111,0.03935106747945021
M_9,eps_pvstar,111,0.02166282434611686
M_10,eps_pvstar,111,0.040868113739226275
M_11,eps_pvstar,111,0.01394703268710209
M_12,eps_pvstar,111,0.09764279584309733
Y_1,eps_pvstar,111,0.031085026434884484
Y_2,eps_pvstar,111,0.05720765203377934
Y_3,eps_pvstar,111,0.011710778871276561
Y_4,eps_pvstar,111,0.04194735901890514
Y_5,eps_pvstar,111,0.04715669167085237
Y_6,eps_pvstar,111,0.04112283408373215
Y_7,eps_pvstar,111,0.028391765885242448
Y_8,eps_pvstar,111,0.03990726326107992
Y_9,eps_pvstar,111,0.022784999218698126
Y_10,eps_pvstar,111,0.04458659390730545
Y_11,eps_pvstar,111,0.02218559221428319
Y_12,eps_pvstar,111,0.10608673786972933
PM_1,eps_pvstar,111,-0.005083332759756883
PM_2,eps_pvstar,111,-0.0059273998700004995
PM_3,eps_pvstar,111,-0.0034125368105717094
PM_4,eps_pvstar,111,-0.005190460379337926
PM_5,eps_pvstar,111,-0.003366080426109287
PM_6,eps_pvstar,111,-0.007311156922347679
PM_7,eps_pvstar,111,-0.006675018716898622
PM_8,eps_pvstar,111,-0.012156596893370314
PM_9,eps_pvstar,111,-0.00776814049000582
PM_10,eps_pvstar,111,-0.010743381907919439
PM_11,eps_pvstar,111,-0.006429615118797451
PM_12,eps_pvstar,111,-0.006639346256805683
PL_1,eps_pvstar,111,-0.024041445728411277
PL_2,eps_pvstar,111,-0.024041445728410413
PL_3,eps_pvstar,111,-0.024041445728411083
PL_4,eps_pvstar,111,-0.024041445728410084
PL_5,eps_pvstar,111,-0.024041445728411687
PL_6,eps_pvstar,111,-0.02404144572841001
PL_7,eps_pvstar,111,-0.02404144572841008
PL_8,eps_pvstar,111,-0.02404144572841052
PL_9,eps_pvstar,111,-0.024041445728410066
PL_10,eps_pvstar,111,-0.02404144572841063
PL_11,eps_pvstar,111,-0.024041445728411256
PL_12,eps_pvstar,111,-0.02404144572840394
MC_1,eps_pvstar,111,-0.005409800654195939
MC_2,eps_pvstar,111,-0.005930375057539194
MC_3,eps_pvstar,111,0.0007998603053489615
MC_4,eps_pvstar,111,0.000560415651988452
MC_5,eps_pvstar,111,-0.006418392151324512
MC_6,eps_pvstar,111,-0.010551625178223011
MC_7,eps_pvstar,111,-0.006990727129007629
MC_8,eps_pvstar,111,-0.012851841620407404
MC_9,eps_pvstar,111,-0.009170859080732324
MC_10,eps_pvstar,111,-0.015391482118018216
MC_11,eps_pvstar,111,-0.016727814527773808
MC_12,eps_pvstar,111,-0.017194273790095582
V_1,eps_pvstar,111,0.010658300415870452
V_2,eps_pvstar,111,0.03636446649209068
V_3,eps_pvstar,111,-0.003748218380101358
V_4,eps_pvstar,111,0.026296806044838632
V_5,eps_pvstar,111,0.025923092454135835
V_6,eps_pvstar,111,0.016582648445496857
V_7,eps_pvstar,111,0.006700298686379448
V_8,eps_pvstar,111,0.013526904469097127
V_9,eps_pvstar,111,-0.0006505735415446058
V_10,eps_pvstar,111,0.01617452271723388
V_11,eps_pvstar,111,-0.0072955449035927
V_12,eps_pvstar,111,0.07623243334199595
CHg_1,eps_pvstar,111,-0.03074325248503773
CFg_1,eps_pvstar,111,-0.056285586071814664
Cg_1,eps_pvstar,111,-0.03234560113235203
CHg_2,eps_pvstar,111,-0.03024060147486606
Cg_2,eps_pvstar,111,-0.030260509303579916
CHg_3,eps_pvstar,111,-0.036971839687700646
CFg_3,eps_pvstar,111,-0.05629963358430159
Cg_3,eps_pvstar,111,-0.04639311370339108
CHg_4,eps_pvstar,111,-0.03673595977852397
CFg_4,eps_pvstar,111,-0.05629005258431695
Cg_4,eps_pvstar,111,-0.03673596028540066
CHg_5,eps_pvstar,111,-0.029762599928434
Cg_5,eps_pvstar,111,-0.02976259754359339
CHs_6,eps_pvstar,111,-0.02561567321108689
CFs_6,eps_pvstar,111,-0.056278933600180145
Cs_6,eps_pvstar,111,-0.025693128816065506
CHs_7,eps_pvstar,111,-0.029189125386899304
CFs_7,eps_pvstar,111,-0.05628391475687866
Cs_7,eps_pvstar,111,-0.03067428626263843
CHs_8,eps_pvstar,111,-0.023327141658159526
Cs_8,eps_pvstar,111,-0.023327141658160192
CHs_9,eps_pvstar,111,-0.027010637508363047
Cs_9,eps_pvstar,111,-0.027010637508363158
CHs_10,eps_pvstar,111,-0.020786739072308706
CFs_10,eps_pvstar,111,-0.056274138111465526
Cs_10,eps_pvstar,111,-0.02089763942403817
CHs_11,eps_pvstar,111,-0.01945463154205992
CFs_11,eps_pvstar,111,-0.05627269566283928
Cs_11,eps_pvstar,111,-0.019455169671031086
CHs_12,eps_pvstar,111,-0.018988889580849766
Cs_12,eps_pvstar,111,-0.018988889580718954
C_f,eps_pvstar,111,-0.036101035545540595
C_g_f,eps_pvstar,111,-0.044720656981740894
C_s_f,eps_pvstar,111,-0.02467502573476388
CFs_f,eps_pvstar,111,-0.0561306102331807
CFg_f,eps_pvstar,111,-0.056146409269441415
PV_f,eps_pvstar,111,0.020055393251962886
p_g_f,eps_pvstar,111,0.00861962143620056
p_s_f,eps_pvstar,111,-0.011426009810776438
r_f,eps_pvstar,111,0.0013259849756903641
N_f,eps_pvstar,111,0.04818306253086108
w_f,eps_pvstar,111,-0.02401900856022867
Y_f,eps_pvstar,111,0.03220509596016024
Ctot_f,eps_pvstar,111,-0.03264091557061991
Ctots_f,eps_pvstar,111,-0.024212154575013346
Ctotg_f,eps_pvstar,111,-0.04393992258554555
VA_f,eps_pvstar,111,0.03380825441185715
GDP_f,eps_pvstar,111,0.02434436679331882
TB_f,eps_pvstar,111,2.601788007167726
M_f,eps_pvstar,111,0.030765339425635328
r_star_f,eps_pvstar,111,0.001692405508332379
pi_e_f,eps_pvstar,111,-0.000373145635201557
Q_f,eps_pvstar,111,0.02002760909056995
Bstar_f,eps_pvstar,111,1.0530108033056722
PX_f,eps_pvstar,111,-0.008762255336738347
X_f,eps_pvstar,111,0.10076452549558604
IMP_f,eps_pvstar,111,-0.016487961372665876
V_f,eps_pvstar,111,0.007278816177012057
Y_g_f,eps_pvstar,111,0.02691558914947573
Y_s_f,eps_pvstar,111,0.03712528656707462
P_f_1,eps_pvstar,111,-0.0037980798407575875
PM_f_1,eps_pvstar,111,-0.005056974260007188
PH_f_1,eps_pvstar,111,-0.0053946380859139385
Cg_f_1,eps_pvstar,111,-0.03230295570478278
CHg_f_1,eps_pvstar,111,-0.030707994017870874
CFg_f_1,eps_pvstar,111,-0.05613257532444977
L_f_1,eps_pvstar,111,0.04583023414694113
Y_f_1,eps_pvstar,111,0.030930737767491504
M_f_1,eps_pvstar,111,0.0306606067067661
V_f_1,eps_pvstar,111,0.010570712697189356
MC_f_1,eps_pvstar,111,-0.005394638085913941
PL_f_1,eps_pvstar,111,-0.024019008560228757
P_f_2,eps_pvstar,111,-0.005898601385954003
PM_f_2,eps_pvstar,111,-0.005906786087212514
PH_f_2,eps_pvstar,111,-0.0059184558403210345
Cg_f_2,eps_pvstar,111,-0.030202444725010054
CHg_f_2,eps_pvstar,111,-0.03018262119166279
L_f_2,eps_pvstar,111,0.07147071912602697
Y_f_2,eps_pvstar,111,0.05699027695010308
M_f_2,eps_pvstar,111,0.05698094114761627
V_f_2,eps_pvstar,111,0.036211197676275335
MC_f_2,eps_pvstar,111,-0.0059184558403210345
PL_f_2,eps_pvstar,111,-0.02401900856022864
P_f_3,eps_pvstar,111,0.010186091205950765
PM_f_3,eps_pvstar,111,-0.00338483975980422
PH_f_3,eps_pvstar,111,0.0008002120034814893
Cg_f_3,eps_pvstar,111,-0.046287126751491006
CHg_f_3,eps_pvstar,111,-0.03691063342822497
CFg_f_3,eps_pvstar,111,-0.056146559495455786
L_f_3,eps_pvstar,111,0.03147753623325895
Y_f_3,eps_pvstar,111,0.011622159782295574
M_f_3,eps_pvstar,111,0.014970201192924124
