c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18
-0.0,-0.0,-0.0,-0.0,-8.856957426435067e-8,-2.2257453006995162e-7,-4.2190900340808526e-7,1.3517373931195756e-6,1.6144978507765412e-7,1.0341720737738497e-6,2.0246872488003432e-7,5.4980189838819193e-8,4.787865816611486e-7,2.7731569483926663e-6,3.2213743120743087e-6,-5.696093846074778e-8,1.4760707468410356e-9,-0.0
0.0,0.0,0.0,0.0,-6.831027884716904e-10,-1.3657020560307802e-8,-1.0603280100315894e-8,7.102243781495276e-8,3.8864032839372535e-10,-6.401084605632112e-9,-3.968161267272601e-9,4.90791190357016e-10,4.249293532667868e-9,3.449061578933371e-9,-2.579523172813606e-8,-7.575651112216876e-10,-1.7153123610121366e-10,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,3.3564902858404322e-18,-1.2037090477270165e-17,-2.6075864849150426e-17,-1.3027853761819672e-16,-7.260085558930297e-18,-1.6830122097676825e-17,-1.3015556851862325e-17,-5.646048300431521e-19,-5.4364549216009224e-18,-1.0826852343109104e-17,-4.792723565247215e-17,-1.2316369400340063e-19,-2.9513456279964913e-19,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0002488127986192869,-0.00021560595182515608,-0.0010991553217287247,0.0050456384938059986,0.00017946947565490815,0.0003649839467663885,-0.00010014903628247845,2.42534931087795e-5,8.533791919117839e-5,0.0028605187934469052,-0.0026704607151897338,8.253760277226224e-5,-8.287804473996458e-5,-0.0
-0.0,-0.0,-0.0,-0.0,-0.001156953565777668,0.0016312697757552353,0.004427353131722376,0.022457103138055205,0.0020671899265674934,0.008532402439017284,0.0041957602062156875,0.00020316944107372546,0.0024090926897611803,0.00964438327758199,0.012328854807474907,0.00027731419125744025,0.00024330029981784086,-0.0
-0.0,-0.0,-0.0,-0.0,-0.00036097524685806424,0.0006097264186949919,0.0011293391511162014,0.009978573436866383,0.0006240621865130374,0.0026989298610844543,0.0014537650989370373,7.59284839004753e-5,0.0008464298237905631,0.004158114016491639,0.0038574341855819923,0.00011388052479081803,2.1793903500567252e-5,-0.0
-0.0,-0.0,-0.0,-0.0,-0.00038334663849350585,0.0006562654323174273,0.0012814590227377223,0.009314578512952452,0.0008539577664097398,0.003439263903908143,0.0019308280280410255,8.816583949921887e-5,0.001126796363758946,0.005306678615710282,0.00484428277904475,0.0001638765561212595,2.9947319564647588e-5,-0.0
-0.0,-0.0,-0.0,-0.0,-0.00014076872217928395,0.0004033573272911277,0.0005244798725226579,0.00628344837768275,0.0006482628407627395,-0.0005016090686266094,-0.0002359193222406976,-5.843913017578077e-6,-0.00012645480913428038,-0.0009055103506563832,9.82244619890413e-5,-2.9082785275468282e-5,-4.238710278326785e-6,-0.0
-0.0,-0.0,-0.0,-0.0,-0.00024257762650767414,0.000252908155136649,0.0007569795211533454,0.003031123279433969,0.0002056951742923801,0.003940869329656826,0.002166748418900694,9.400975581907572e-5,0.0012532518178109769,0.006212188552734323,0.004746054165858969,0.00019295918907218007,3.418600666365499e-5,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0003701324931006975,-0.004298204017470911,-0.008314120759445315,-0.026832940261408162,-0.0013845036857121657,-0.0017430193530108625,-0.0060351212733041485,2.6202559590270105e-5,0.00028536016756253467,-0.011022580908513543,0.015129520552536564,-3.988975708581876e-5,-0.0002419356854116312,-0.0
-0.0,-0.0,-0.0,-0.0,-0.00013110885698476506,0.0003497311457748336,0.00044378246750660395,0.006470178758457591,0.00039366068147668226,-0.0005251908090707539,-0.0002490450566749274,-6.790135998704061e-6,-0.00014008544406727302,-0.0009325351699326482,-1.3960624770499245e-5,-2.9645999762179705e-5,-4.781761816714009e-6,-0.0
-0.0,-0.0,-0.0,-0.0,-0.00025388358837184755,0.00024890742050169996,0.0007471455393631884,0.0030263695310098165,0.0002046771494931962,0.004009744811682965,0.00211234564978947,0.00010160527007090871,0.0012229816704827133,0.00635068502478876,0.004697673004090702,0.00017968950233482334,3.313765042650662e-5,-0.0
-0.0,-0.0,-0.0,-0.0,-0.00012758873482539626,-0.00013429870227040197,0.00030755648987984205,-0.004233913723313598,-0.00023483258752322127,0.005059519000544431,0.0026329765769189484,0.00012056261855680876,0.0015195966208880099,0.008131472520404772,0.005222327437200617,0.00023389940648808625,4.2330462548294334e-5,-0.0
0.0,0.0,0.0,0.0,0.00012063024886377665,0.00012687189812480033,-0.00029077034388500926,0.004000587627261692,0.0002218851933777777,-0.004782005782676707,-0.002488551713546446,-0.00011395033659791381,-0.0014362456419861887,-0.007685426416807738,-0.004936005667440148,-0.0002210691158108355,-4.00092229450269e-5,0.0
-0.0,-0.0,-0.0,-0.0,0.0004394826076210768,-0.0016008838933392947,-0.003910125834221052,-0.01462171134474733,-0.001098208997833008,-0.005304825583659002,-0.0032581074970029836,-0.0001303540141681551,-0.0017030146849860467,-0.0050696204151296454,-0.011892252668554221,-0.0001331805436063856,-0.00015872848174930192,-0.0
0.0,0.0,0.0,0.0,7.688989592955612e-5,-0.0005906073133389008,-0.0011259903109684922,-0.009711815423896963,-0.0006808514670255045,-0.0033496578940316354,-0.0017581948619670603,-9.018662252853231e-5,-0.0010610126130700614,-0.005441982239637736,-0.004597814745613768,-0.00015491523945305988,-3.3226346137898695e-5,0.0
0.0,0.0,0.0,0.0,-3.3433849460872564e-5,-0.0007067124723631582,-0.0008600541107105806,-0.013372338460167117,-0.0008838784269028203,0.001024897213781317,0.0005183320340460749,1.4054389955089859e-5,0.000252863050375848,0.001588646699735694,-8.246610701546746e-5,4.7318205370131515e-5,3.3734861040390456e-6,0.0
0.0,0.0,0.0,0.0,0.00022318589876802643,-0.00043675947654820535,-0.0014786210648786346,-0.0048604788222534724,-0.0004117817244467861,-0.009148810619322335,-0.004776066807203357,-0.0002283745678943926,-0.0028027510575930406,-0.014762113254460701,-0.010583746902432136,-0.0004230060475181446,-8.174573171382649e-5,0.0
0.0,0.0,0.0,0.0,4.997751678927739e-5,-0.000383895177474625,-0.0007318937281805082,-0.006312623598401282,-0.0004425491238436869,-0.0021772733416414065,-0.0011428209660761168,-5.8620856937349535e-5,-0.0006896562959747703,-0.0035372816825049967,-0.0029885738447650422,-0.00010069485881571063,-2.1597086516664198e-5,0.0
