variable,value
GDP_ss,0.8807491429358979
TB_ss,0.02018175724692628
Bstar_ss,2.8630566385135583
w_ss,0.6844209165940269
Q_ss,0.4964527465852651
C_ss,0.8605673856889716
rank_corr_Y,0.1888111888111888
rank_corr_P,-0.3006993006993007
rank_corr_L,0.16783216783216784
