variable,ss_value
PIV_f_7,0.542408391545944
VOil_f_7,0.0
VNon_f_7,0.0690814824371283
P_f_8,0.750927316586991
PM_f_8,0.746670884756776
PH_f_8,0.750927316586965
Cg_f_8,0.0
Cs_f_8,0.0565484326299427
CHg_f_8,0.0
CFg_f_8,0.0
CHs_f_8,0.0565484326299447
CFs_f_8,0.0
L_f_8,0.0620064977951643
Y_f_8,0.16040532563783
M_f_8,0.0785339648723749
V_f_8,0.0215269940379449
MC_f_8,0.675834584928269
PL_f_8,0.614323027127053
PIV_f_8,0.542408391545944
VOil_f_8,0.0
VNon_f_8,0.0215269940379449
P_f_9,0.811666966239876
PM_f_9,0.752938321157377
PH_f_9,0.811666966239877
Cg_f_9,0.0
Cs_f_9,0.100664627323672
CHg_f_9,0.0
CFg_f_9,0.0
CHs_f_9,0.100664627323672
CFs_f_9,0.0
L_f_9,0.0218818009124249
Y_f_9,0.143450435356114
M_f_9,0.118945820877922
V_f_9,0.00329865996917453
MC_f_9,0.730500269615889
PL_f_9,0.614323027127053
PIV_f_9,0.542408391545944
VOil_f_9,0.0
VNon_f_9,0.00329865996917453
P_f_10,0.747112659213925
PM_f_10,0.741015630951939
PH_f_10,0.732203314437905
Cg_f_10,0.0
Cs_f_10,0.0216481431334533
CHg_f_10,0.0
CFg_f_10,0.0
CHs_f_10,0.0220199383802084
CFs_f_10,9.31584366290444e-5
L_f_10,0.236835255131052
Y_f_10,0.41907832922525
M_f_10,0.151086415952846
V_f_10,0.0345030443567136
MC_f_10,0.658982982994114
PL_f_10,0.614323027127053
PIV_f_10,0.542408391545944
VOil_f_10,0.0
VNon_f_10,0.0345030443567136
P_f_11,0.713286756649817
PM_f_11,0.738883456222139
PH_f_11,0.713163770937125
Cg_f_11,0.0
Cs_f_11,0.135695946015776
CHg_f_11,0.0
CFg_f_11,0.0
CHs_f_11,0.1357173637995
CFs_f_11,2.60739923318016e-6
L_f_11,0.102210021460305
Y_f_11,0.142483343195207
M_f_11,0.0323933045573565
V_f_11,0.00871615549024515
MC_f_11,0.641847393843412
PL_f_11,0.614323027127053
PIV_f_11,0.542408391545944
VOil_f_11,0.0
VNon_f_11,0.00871615549024515
P_f_12,0.705409273011932
PM_f_12,0.738484612157622
PH_f_12,0.70540927301192
Cg_f_12,0.0
Cs_f_12,0.00126759031919996
CHg_f_12,0.0
CFg_f_12,0.0
CHs_f_12,0.00126759031919998
CFs_f_12,0.0
L_f_12,0.00156879003116509
Y_f_12,0.00209693660258833
M_f_12,0.000382665046131695
V_f_12,0.000156602634137916
MC_f_12,0.634868345710728
PL_f_12,0.614323027127053
PIV_f_12,0.542408391545944
VOil_f_12,0.0
VNon_f_12,0.000156602634137916
Ygap,0.0
Ngap,0.0
GDPgap,0.0
Cgap_g,0.0
Cgap_s,0.0
Ygap_g,0.0
Ygap_s,0.0
Y_g,2.231790634716216
Y_s,1.2608141276211733
Ygap_1,0.0
Lgap_1,0.0
Ygap_2,0.0
Lgap_2,0.0
Ygap_3,0.0
Lgap_3,0.0
Ygap_4,0.0
Lgap_4,0.0
Ygap_5,0.0
Lgap_5,0.0
Ygap_6,0.0
Lgap_6,0.0
Ygap_7,0.0
Lgap_7,0.0
Ygap_8,0.0
Lgap_8,0.0
Ygap_9,0.0
Lgap_9,0.0
Ygap_10,0.0
Lgap_10,0.0
Ygap_11,0.0
Lgap_11,0.0
Ygap_12,0.0
Lgap_12,0.0
AUX_ENDO_LAG_20_1,-0.5621189181535413
AUX_ENDO_LAG_21_1,-0.8439700702945289
AUX_ENDO_LAG_142_1,0.0
AUX_ENDO_LAG_143_1,0.0
AUX_ENDO_LAG_144_1,0.0
AUX_ENDO_LAG_145_1,0.0
AUX_ENDO_LAG_146_1,0.0
AUX_ENDO_LAG_147_1,0.0
AUX_ENDO_LAG_148_1,0.0
AUX_ENDO_LAG_149_1,0.0
AUX_ENDO_LAG_150_1,0.0
AUX_ENDO_LAG_151_1,0.0
AUX_ENDO_LAG_152_1,0.0
AUX_ENDO_LAG_153_1,0.0
