param,theta,moment,data,model,diff
cl (FGI hiring c),17.29344422874199,std(Y_1),0.028345145414833572,0.03930298940775082,-0.01095784399291725
epsY,1.4,std(Y_2),0.04020199541926607,0.04801430558134091,-0.0078123101620748425
epsM,0.2,std(Y_3),0.017283352572706294,0.028515423509622467,-0.011232070936916173
log(kappaV),13.815510557964274,std(Y_4),0.05373397707231422,0.06725491276816935,-0.013520935695855128
rho_om,0.8008251891178005,std(Y_5),0.028890735191104227,0.04648436524530434,-0.017593630054200112
rho_A,0.9840046639462932,std(Y_6),0.03136053143561935,0.04457649564128013,-0.013215964205660777
isigma_tfp_1,0.022443489198188154,std(Y_7),0.02701633898986303,0.03721962074074012,-0.010203281750877088
isigma_tfp_2,0.030481887125393237,std(Y_8),0.027782764320644783,0.05208743421343667,-0.02430466989279189
isigma_tfp_3,0.014280767081640156,std(Y_9),0.008104667024186052,0.030238535171462053,-0.022133868147276
isigma_tfp_4,0.037901146112231415,std(Y_10),0.02545527790869288,0.03993263166695051,-0.014477353758257632
isigma_tfp_5,0.022654442667822308,std(Y_11),0.03661309498421405,0.02790440382157164,0.008708691162642411
isigma_tfp_6,0.025253927947359735,std(Y_12),0.008209067676722047,0.0017112155862711743,0.006497852090450873
isigma_tfp_7,0.015048881475204433,std(PH_1),0.11700676004649013,0.04284209238587821,0.07416466766061192
isigma_tfp_8,0.023853417532410284,std(PH_2),0.13167729769437686,0.15132093592713824,-0.019643638232761385
isigma_tfp_9,0.006027245829997878,std(PH_3),0.050086995917430564,0.022806241279566646,0.02728075463786392
isigma_tfp_10,0.022385098276796654,std(PH_4),0.09363146193513253,0.056101415612451314,0.03753004632268121
isigma_tfp_11,0.02200286281354651,std(PH_5),0.008848832373071639,0.02370168738616677,-0.014852855013095132
isigma_tfp_12,0.00552475164158305,std(PH_6),0.02725461455721624,0.031125611172598214,-0.003870996615381976
sigma_om_1,0.016572561669774596,std(PH_7),0.03776535792528393,0.02017553128531045,0.017589826639973483
sigma_om_2,0.025663789476364787,std(PH_8),0.05673710394432723,0.03100927105203617,0.025727832892291063
sigma_om_3,0.009035076399822043,std(PH_9),0.018935117557210043,0.015149735395242756,0.003785382161967287
sigma_om_4,0.03868520159375621,std(PH_10),0.015683909639453642,0.03182489881215695,-0.016140989172703308
sigma_om_5,0.020578612208637555,std(PH_11),0.026780605293231095,0.019148035506018738,0.007632569787212357
sigma_om_6,0.012493613865721237,std(PH_12),0.014597854455920363,0.01184906692413282,0.002748787531787542
sigma_om_7,0.01624509455057309,std(L_1),0.025215348716401673,0.01835343549455486,0.0068619132218468125
sigma_om_8,0.01393189906906118,std(L_2),0.014639932184480585,0.03583382907935341,-0.021193896894872825
sigma_om_9,0.002785230738449193,std(L_3),0.015173648057538795,0.013793144942915751,0.0013805031146230436
sigma_om_10,0.00974038599244317,std(L_4),0.017010230287348153,0.02947978497664522,-0.012469554689297068
sigma_om_11,0.012774611212567847,std(L_5),0.029131515374445645,0.018082627278882567,0.011048888095563078
sigma_om_12,0.006017608204021737,std(L_6),0.018884581712699723,0.0143894713755399,0.004495110337159823
rho_pvstar,0.6950002620072055,std(L_7),0.014279339751893593,0.016726166582504996,-0.0024468268306114035
sigma_pvstar,0.05440363817808442,std(L_8),0.012286204371456708,0.023057956008292326,-0.010771751636835619
rho_zeta,0.9778429037081267,std(L_9),0.018620746655727674,0.020387984318162664,-0.0017672376624349902
sigma_zeta,0.00040806295309396253,std(L_10),0.01647871562808028,0.02304840267886682,-0.006569687050786539
etastar,1.0,std(L_11),0.009246236232916035,0.019041715436355983,-0.009795479203439948
kappaw,1499.0548882810076,std(L_12),0.02783827138656764,0.007309538723130838,0.020528732663436803
lambda_A (TFP scale),0.9829282298473324,std(GDP),0.0148127156930972,0.02132102186672686,-0.006508306173629659
lambda_om (demand scale),2.7817428596616702,std(pi),0.0135107253544962,0.007973036049579723,0.005537689304916476
,NaN,"corr(GDP,pi)",-0.3590224746741133,-0.36282730795497753,0.0038048332808642282
,NaN,std(TB/GDP),0.0335056147765148,0.020800208316282934,0.012705406460231865
,NaN,std(Q),0.0428887557486077,0.041738729498441166,0.0011500262501665318
,NaN,autocorr(Q),0.7167583941628564,0.41314175841645784,0.3036166357463985
,NaN,"corr(GDP,Q)",0.0289037003942152,0.20040146325000102,-0.17149776285578583
,NaN,rank corr: output (model vs data),1.0,0.6083916083916084,0.39160839160839156
,NaN,rank corr: prices (model vs data),1.0,0.6573426573426573,0.3426573426573427
,NaN,rank corr: labor  (model vs data),1.0,-0.3986013986013986,1.3986013986013985
,NaN,"corr(Y_1,PH_1)",-0.2515475307484355,-0.5224087453330254,0.2708612145845899
,NaN,"corr(Y_2,PH_2)",-0.16331741328650493,-0.09809189404365824,-0.06522551924284668
,NaN,"corr(Y_3,PH_3)",-0.254050006484288,-0.4433679832444862,0.18931797676019818
,NaN,"corr(Y_4,PH_4)",0.028937486301534178,-0.23404976817477988,0.26298725447631405
,NaN,"corr(Y_5,PH_5)",0.07993160013969375,-0.38146541006645474,0.4613970102061485
,NaN,"corr(Y_6,PH_6)",-0.3665991207351419,-0.5596392687916582,0.19304014805651626
,NaN,"corr(Y_7,PH_7)",0.1022857616220652,-0.18151009242730184,0.283795854049367
