param,theta,moment,data,model,diff
cl (FGI hiring c),28.136745737229862,std(Y_1),0.028345145414833572,0.031571898635370854,-0.0032267532205372818
epsY,0.8,std(Y_2),0.04020199541926607,0.05209694865967177,-0.011894953240405702
epsM,0.05,std(Y_3),0.017283352572706294,0.027763677399070902,-0.010480324826364608
log(kappaV),13.815510557964274,std(Y_4),0.05373397707231422,0.06404569417009266,-0.010311717097778443
rho_om,0.48962231003890755,std(Y_5),0.028890735191104227,0.06573757590298629,-0.03684684071188206
rho_A,0.9602360205474139,std(Y_6),0.03136053143561935,0.039509978294886505,-0.008149446859267155
isigma_tfp_1,0.022443489198188154,std(Y_7),0.02701633898986303,0.040294074142277946,-0.013277735152414916
isigma_tfp_2,0.030481887125393237,std(Y_8),0.027782764320644783,0.045310364365332464,-0.01752760004468768
isigma_tfp_3,0.014280767081640156,std(Y_9),0.008104667024186052,0.022717636304843535,-0.014612969280657483
isigma_tfp_4,0.037901146112231415,std(Y_10),0.02545527790869288,0.06784672837652515,-0.04239145046783227
isigma_tfp_5,0.022654442667822308,std(Y_11),0.03661309498421405,0.037502459797967874,-0.0008893648137538249
isigma_tfp_6,0.025253927947359735,std(Y_12),0.008209067676722047,0.07546926888716025,-0.06726020121043821
isigma_tfp_7,0.015048881475204433,std(PH_1),0.11700676004649013,0.0491990656249098,0.06780769442158033
isigma_tfp_8,0.023853417532410284,std(PH_2),0.13167729769437686,0.1508412053916183,-0.01916390769724144
isigma_tfp_9,0.006027245829997878,std(PH_3),0.050086995917430564,0.025098729225843823,0.02498826669158674
isigma_tfp_10,0.022385098276796654,std(PH_4),0.09363146193513253,0.06207555368885747,0.031555908246275056
isigma_tfp_11,0.02200286281354651,std(PH_5),0.008848832373071639,0.02635141640968122,-0.017502584036609578
isigma_tfp_12,0.00552475164158305,std(PH_6),0.02725461455721624,0.0358579971434798,-0.008603382586263562
sigma_om_1,0.016572561669774596,std(PH_7),0.03776535792528393,0.021699236258825083,0.01606612166645885
sigma_om_2,0.025663789476364787,std(PH_8),0.05673710394432723,0.03371300166534293,0.0230241022789843
sigma_om_3,0.009035076399822043,std(PH_9),0.018935117557210043,0.01287230878867879,0.006062808768531254
sigma_om_4,0.03868520159375621,std(PH_10),0.015683909639453642,0.03343039586708525,-0.01774648622763161
sigma_om_5,0.020578612208637555,std(PH_11),0.026780605293231095,0.021381222064099377,0.005399383229131718
sigma_om_6,0.012493613865721237,std(PH_12),0.014597854455920363,0.043983495029195754,-0.02938564057327539
sigma_om_7,0.01624509455057309,std(L_1),0.025215348716401673,0.013675551347959046,0.011539797368442626
sigma_om_8,0.01393189906906118,std(L_2),0.014639932184480585,0.03506102480218627,-0.020421092617705687
sigma_om_9,0.002785230738449193,std(L_3),0.015173648057538795,0.008373288030455334,0.0068003600270834606
