param,theta,moment,data,model,diff
cl (FGI hiring c),8.522980844342747,std(Y_1),0.028345145414833572,0.026515630974149815,0.0018295144406837577
epsY,0.8,std(Y_2),0.04020199541926607,0.03133530030815593,0.008866695111110143
epsM,0.2,std(Y_3),0.017283352572706294,0.020709697983656895,-0.0034263454109506007
log(kappaV),13.815510557964274,std(Y_4),0.05373397707231422,0.04789463846459797,0.005839338607716252
rho_om,0.9813698694196517,std(Y_5),0.028890735191104227,0.03112023259092234,-0.002229497399818113
rho_A,0.9859010495674296,std(Y_6),0.03136053143561935,0.03172425740657532,-0.00036372597095597065
isigma_tfp_1,0.022443489198188154,std(Y_7),0.02701633898986303,0.02356461163296156,0.0034517273569014684
isigma_tfp_2,0.030481887125393237,std(Y_8),0.027782764320644783,0.03397639161189591,-0.0061936272912511275
isigma_tfp_3,0.014280767081640156,std(Y_9),0.008104667024186052,0.020310328001403734,-0.012205660977217682
isigma_tfp_4,0.037901146112231415,std(Y_10),0.02545527790869288,0.021400519963505615,0.004054757945187264
isigma_tfp_5,0.022654442667822308,std(Y_11),0.03661309498421405,0.022306113779407607,0.014306981204806443
isigma_tfp_6,0.025253927947359735,std(Y_12),0.008209067676722047,0.0008280601329757873,0.00738100754374626
isigma_tfp_7,0.015048881475204433,std(PH_1),0.11700676004649013,0.03300584311386219,0.08400091693262794
isigma_tfp_8,0.023853417532410284,std(PH_2),0.13167729769437686,0.14431708164753432,-0.012639783953157457
isigma_tfp_9,0.006027245829997878,std(PH_3),0.050086995917430564,0.01788902691781898,0.03219796899961158
isigma_tfp_10,0.022385098276796654,std(PH_4),0.09363146193513253,0.04924514376565727,0.044386318169475254
isigma_tfp_11,0.02200286281354651,std(PH_5),0.008848832373071639,0.022659410545019423,-0.013810578171947785
isigma_tfp_12,0.00552475164158305,std(PH_6),0.02725461455721624,0.02574082909815445,0.0015137854590617887
sigma_om_1,0.016572561669774596,std(PH_7),0.03776535792528393,0.018734893974216182,0.01903046395106775
sigma_om_2,0.025663789476364787,std(PH_8),0.05673710394432723,0.029256971502956683,0.02748013244137055
sigma_om_3,0.009035076399822043,std(PH_9),0.018935117557210043,0.01675676463954298,0.002178352917667062
sigma_om_4,0.03868520159375621,std(PH_10),0.015683909639453642,0.02997360186724975,-0.014289692227796108
sigma_om_5,0.020578612208637555,std(PH_11),0.026780605293231095,0.01986983531612022,0.0069107699771108755
sigma_om_6,0.012493613865721237,std(PH_12),0.014597854455920363,0.011344269898660794,0.0032535845572595687
sigma_om_7,0.01624509455057309,std(L_1),0.025215348716401673,0.01565363252941743,0.009561716186984242
sigma_om_8,0.01393189906906118,std(L_2),0.014639932184480585,0.031927295900315456,-0.01728736371583487
sigma_om_9,0.002785230738449193,std(L_3),0.015173648057538795,0.010771588650511574,0.004402059407027221
sigma_om_10,0.00974038599244317,std(L_4),0.017010230287348153,0.036360454218647836,-0.019350223931299683
sigma_om_11,0.012774611212567847,std(L_5),0.029131515374445645,0.01615024664756889,0.012981268726876754
sigma_om_12,0.006017608204021737,std(L_6),0.018884581712699723,0.017429450616652627,0.0014551310960470958
rho_pvstar,0.6950002620072055,std(L_7),0.014279339751893593,0.016416110678594144,-0.002136770926700551
sigma_pvstar,0.05440363817808442,std(L_8),0.012286204371456708,0.02286665757339667,-0.010580453201939961
rho_zeta,0.8620923224003174,std(L_9),0.018620746655727674,0.018474353629124817,0.00014639302660285694
sigma_zeta,0.003927284609770252,std(L_10),0.01647871562808028,0.01633854296079498,0.00014017266728530084
etastar,1.0,std(L_11),0.009246236232916035,0.018383385130582446,-0.009137148897666411
kappaw,1302.1153317396534,std(L_12),0.02783827138656764,0.006238312464390132,0.02159995892217751
lambda_A (TFP scale),0.6409303835069488,std(GDP),0.0148127156930972,0.018977743562848672,-0.004165027869751472
lambda_om (demand scale),1.9303367622928642,std(pi),0.0135107253544962,0.008737974530960736,0.004772750823535463
,NaN,"corr(GDP,pi)",-0.3590224746741133,-0.3915204699688107,0.03249799529469738
,NaN,std(TB/GDP),0.0335056147765148,0.020088929703148066,0.013416685073366734
,NaN,std(Q),0.0428887557486077,0.04151817416883941,0.0013705815797682847
,NaN,autocorr(Q),0.7167583941628564,0.3759465588411272,0.34081183532172915
,NaN,"corr(GDP,Q)",0.0289037003942152,-0.0006392747944989639,0.029542975188714165
,NaN,rank corr: output (model vs data),1.0,0.7972027972027972,0.2027972027972028
,NaN,rank corr: prices (model vs data),1.0,0.6363636363636364,0.36363636363636365
,NaN,rank corr: labor  (model vs data),1.0,-0.4825174825174825,1.4825174825174825
,NaN,"corr(Y_1,PH_1)",-0.2515475307484355,-0.44354312229066767,0.19199559154223217
,NaN,"corr(Y_2,PH_2)",-0.16331741328650493,-0.09654518990739583,-0.0667722233791091
,NaN,"corr(Y_3,PH_3)",-0.254050006484288,-0.41787073272766273,0.16382072624337474
,NaN,"corr(Y_4,PH_4)",0.028937486301534178,-0.1471614245768174,0.17609891087835158
,NaN,"corr(Y_5,PH_5)",0.07993160013969375,-0.37384847408355687,0.4537800742232506
,NaN,"corr(Y_6,PH_6)",-0.3665991207351419,-0.41855111330018985,0.051951992565047955
,NaN,"corr(Y_7,PH_7)",0.1022857616220652,-0.05968358021671556,0.16196934183878076
,NaN,"corr(Y_8,PH_8)",-0.46083741921001237,-0.1989464599123597,-0.26189095929765266
,NaN,"corr(Y_9,PH_9)",-0.3997245410253328,0.48008790521792183,-0.8798124462432546
,NaN,"corr(Y_10,PH_10)",-0.536777293059107,-0.36292697131602686,-0.17385032174308018
,NaN,"corr(Y_11,PH_11)",-0.7112661088012642,-0.1527771024766604,-0.5584890063246037
,NaN,"corr(Y_12,PH_12)",0.03903402880364255,-0.12317161006917932,0.16220563887282186
,NaN,"corr(N,GDP)",0.6659530668873902,0.5406303700957955,0.1253226967915947
,NaN,"corr(N,GDP/N)",-0.3272611556634201,0.052288932445097254,-0.37955008810851737
,NaN,std(omG) goods expenditure share,0.008376796119692217,0.00917473071705802,-0.0007979345973658028
,NaN,std(pi_g - pi_s),0.015400636759211923,0.023534719316170023,-0.0081340825569581
,NaN,"corr(pi_g - pi_s, om_g)",0.3758000436442269,0.13897404829441543,0.2368259953498115
,NaN,autocorr(GDP),0.73082110396799,0.3806785051588231,0.3501425988091669
,NaN,autocorr(pi),0.0976867153195819,-0.07107702502217696,0.16876374034175884
,NaN,autocorr(Y_1),0.10687011887112151,0.4276974638310341,-0.32082734495991255
,NaN,autocorr(Y_2),0.361685373171192,0.4317524742825431,-0.07006710111135112
,NaN,autocorr(Y_3),0.5938307693600892,0.42420251068419706,0.1696282586758921
,NaN,autocorr(Y_4),0.20959379462458555,0.4360986731670552,-0.22650487854246965
,NaN,autocorr(Y_5),0.6305041342029053,0.39730131969569166,0.23320281450721364
,NaN,autocorr(Y_6),0.6595565270498673,0.47273796558660647,0.18681856146326087
,NaN,autocorr(Y_7),0.31064868607674534,0.43569936046288854,-0.1250506743861432
,NaN,autocorr(Y_8),0.8943442822082346,0.4479789410157302,0.4463653411925044
,NaN,autocorr(Y_9),0.5934152228969876,0.3120478876382327,0.28136733525875485
,NaN,autocorr(Y_10),0.8222255199489485,0.44425358931878883,0.3779719306301597
,NaN,autocorr(Y_11),0.5319305891775714,0.4578989108944241,0.07403167828314733
,NaN,autocorr(Y_12),0.7344837364257952,0.4118327407082274,0.32265099571756783
,NaN,"rbar: avg pairwise corr(Y_i,Y_j)",0.1237900904548221,0.35175663112222266,-0.22796654066740057
,NaN,std(L) goods (wtd avg),0.019145412450846465,0.019436257444885148,-0.00029084499403868314
,NaN,std(L) services (wtd avg),0.015411306554937346,0.0172541703512305,-0.001842863796293153
,NaN,std(C)/std(GDP),1.344918915226074,1.382948744483603,-0.03802982925752896
,NaN,std(I)/std(GDP),1.986036015370156,1.4939472000716254,0.49208881529853055
,NaN,"corr(C,GDP)",0.8256946353623745,0.9028457015715704,-0.07715106620919587
,NaN,"corr(I,GDP)",0.7629626854275847,0.6914998986140892,0.0714627868134955
