epsM,objective,cl,rho_om,rho_A,rho_zeta,sigma_zeta,kappaw,lambda_A,lambda_om,rbar_model,status
0.05,9.964415387079928,28.136745737229862,0.48962231003890755,0.9602360205474139,0.755281767119738,0.0005324156574806399,259.57071773186465,1.0788435442276962,2.428726692935443,0.44804291517835765,ok
0.10,9.446177428142207,10.545188750246586,0.9034597303018442,0.9776294673037486,0.8407613233065814,1.9389898766476047e-7,608.071552599428,0.8421298836964867,1.8433705297969114,0.4335374032703888,ok
0.20,8.405966330162373,14.494610139847786,0.8060728277242951,0.985080616421569,0.9560089667698417,0.0006144769446649049,1496.9956227357181,0.8467826915821742,2.1895965385068137,0.4166305242286296,ok
0.30,10.322764679543006,27.14060053266923,0.9888697883268163,0.9676343871392945,0.6683422083855751,0.00012236675113657568,460.03982599688163,1.1313873920571753,1.7516570344939284,0.43342965128269256,ok
0.40,10.025053011605625,11.878921984617488,0.9899964447252291,0.9773824829841086,0.8127103042220282,1.7684345106188225e-6,1244.0521977466115,0.8070574283455891,2.0616325684589816,0.40508767584677674,ok
0.50,10.235638320026414,11.586066163621837,0.8969063778499464,0.9773679175135171,0.9232979381606605,0.00012503769298265833,1217.281825411611,0.8043572485108164,2.3829733219784357,0.3865004911269954,ok
