epsY,objective,cl,rho_om,rho_A,rho_zeta,sigma_zeta,kappaw,lambda_A,lambda_om,rbar_model,status
0.6,14.866323075004882,6.7776143093881815,0.4348230716401635,0.8789798447819731,0.8769329142796842,0.0001618780848216626,0.11039494756020528,1.102706004032033,0.12237940365670139,0.5207047143566521,stale_solver
0.7,10.78666975538514,7.918157645718547,0.9426735743444805,0.9491157762089312,0.7456097818610093,0.0003500389815766808,574.2922105264144,0.8712148696265181,1.7510181722149396,0.45665245144130107,ok
0.8,8.405966330162373,14.494610139847786,0.8060728277242951,0.985080616421569,0.9560089667698417,0.0006144769446649049,1496.9956227357181,0.8467826915821742,2.1895965385068137,0.4166305242286296,ok
0.9,8.452310729682553,15.07681066790293,0.800825002762859,0.9850568117529163,0.9626118246184792,0.00022388712494721247,1499.8229259371944,0.8720601784551069,2.327197493772956,0.4156450475326521,ok
1.0,8.70085192304383,0.18,0.5,0.5,0.7,0.02,100.0,1.0,1.0,0.44750319335760214,stale_solver
1.2,8.586500722267905,16.25428549431668,0.794353911238464,0.9846891997039149,0.819455636065509,0.0005010540718111239,1429.859150923549,0.9448660149427753,2.6016969948365034,0.42297296908240445,ok
1.4,8.597042586851627,17.29344422874199,0.8008251891178005,0.9840046639462932,0.9778429037081267,0.00040806295309396253,1499.0548882810076,0.9829282298473324,2.7817428596616702,0.42699855293074984,ok
