period,variable,value
1,PH_4,-0.039956897267412396
2,PH_4,-0.05107977732215886
3,PH_4,-0.04816533178503585
4,PH_4,-0.04075542011946031
5,PH_4,-0.03276721063041881
6,PH_4,-0.0256327686424296
7,PH_4,-0.01974143140639993
8,PH_4,-0.01507064920065284
9,PH_4,-0.011456772480335333
10,PH_4,-0.008707077955684086
11,PH_4,-0.006642613672066562
12,PH_4,-0.005111580118300884
13,PH_4,-0.003990728890251577
14,PH_4,-0.0031823654096147843
15,PH_4,-0.002610157547877119
16,PH_4,-0.0022150255525191973
17,PH_4,-0.0019515563663493702
18,PH_4,-0.0017850377926418334
19,PH_4,-0.0016890729099766585
20,PH_4,-0.0016436915096683124
21,PH_4,-0.001633869437886695
22,PH_4,-0.001648375060970444
23,PH_4,-0.0016788745719640156
24,PH_4,-0.0017192404168964216
25,PH_4,-0.0017650182483378814
26,PH_4,-0.0018130171312208013
27,PH_4,-0.0018609952991051747
28,PH_4,-0.0019074198115467008
29,PH_4,-0.0019512832510418523
30,PH_4,-0.0019919643606124368
31,PH_4,-0.002029122466875737
32,PH_4,-0.0020626178293327423
33,PH_4,-0.0020924518429458693
34,PH_4,-0.002118722408354371
35,PH_4,-0.0021415908597645426
36,PH_4,-0.0021612576735070476
37,PH_4,-0.002177944824452683
38,PH_4,-0.0021918831551098928
39,PH_4,-0.00220330350619211
40,PH_4,-0.0022124306533527053
1,MC_4,0.0011814295424093008
2,MC_4,-0.03414620489177332
3,MC_4,-0.03748805821926696
4,MC_4,-0.030520016474536348
5,MC_4,-0.022082900944880166
6,MC_4,-0.014986014334230748
7,MC_4,-0.009758006614008214
8,MC_4,-0.0061718296767435225
9,MC_4,-0.0038304052424038247
10,MC_4,-0.002367538069481023
11,MC_4,-0.001499036820504096
12,MC_4,-0.0010209396147680815
13,MC_4,-0.000793022042330524
14,MC_4,-0.0007214024226845625
15,MC_4,-0.0007443579139941682
16,MC_4,-0.0008218807151606254
17,MC_4,-0.0009283779469237726
18,MC_4,-0.0010477180697555009
19,MC_4,-0.0011699291644961206
20,MC_4,-0.0012890224865675947
21,MC_4,-0.0014015677289701824
22,MC_4,-0.0015057645035802933
23,MC_4,-0.0016008390459596
24,MC_4,-0.0016866531973505653
25,MC_4,-0.0017634516508591904
26,MC_4,-0.0018316991818173125
27,MC_4,-0.0018919764387698313
28,MC_4,-0.001944913855210163
29,MC_4,-0.00199115037933085
30,MC_4,-0.002031308352171407
31,MC_4,-0.00206597887319658
32,MC_4,-0.002095713948778377
33,MC_4,-0.0021210229940550893
34,MC_4,-0.002142372091904007
35,MC_4,-0.002160184959146213
36,MC_4,-0.0021748449296815748
37,MC_4,-0.0021866975017924306
38,MC_4,-0.00219605315435481
39,MC_4,-0.0022031902414677757
40,MC_4,-0.002208357844880286
1,L_4,0.26575841622168217
2,L_4,0.1111469907948117
3,L_4,0.05092453393474671
4,L_4,0.029440818942722814
5,L_4,0.022880432875655686
6,L_4,0.021562890151292462
7,L_4,0.021751832706166943
8,L_4,0.022136116137328646
9,L_4,0.022345428902403514
10,L_4,0.022341907507168853
11,L_4,0.022182471187982538
12,L_4,0.021933847941926196
13,L_4,0.021647722420050988
14,L_4,0.021357686550271388
15,L_4,0.02108278045483617
16,L_4,0.020832023602010457
17,L_4,0.020608183333092965
18,L_4,0.020410465365011853
19,L_4,0.020236276287962027
20,L_4,0.020082305110936748
21,L_4,0.019945144866292515
22,L_4,0.01982162037896358
23,L_4,0.019708936918060325
24,L_4,0.019604724921198777
25,L_4,0.019507028183214165
26,L_4,0.019414264343839634
27,L_4,0.01932517455771329
28,L_4,0.019238771752526886
29,L_4,0.01915429232914333
30,L_4,0.019071153469728683
31,L_4,0.01898891669408726
32,L_4,0.018907257487128938
33,L_4,0.018825940424739302
34,L_4,0.018744799072695217
35,L_4,0.018663719914501154
36,L_4,0.018582629613715356
37,L_4,0.018501484996311598
38,L_4,0.01842026522738921
39,L_4,0.018338965742668866
40,L_4,0.018257593573195726
1,Y_5,0.12562754527388642
2,Y_5,0.01986298224719487
3,Y_5,-0.005173752146400002
4,Y_5,-0.004902334061795294
5,Y_5,0.0014569874476702146
6,Y_5,0.007382009992721582
7,Y_5,0.011242103004344929
8,Y_5,0.013101732078282883
9,Y_5,0.013475607647692227
10,Y_5,0.012887820275139813
11,Y_5,0.011747377738479392
12,Y_5,0.010338129758148315
13,Y_5,0.008842799313525935
14,Y_5,0.007371544108677781
15,Y_5,0.005985804055355899
16,Y_5,0.004715809812052653
17,Y_5,0.0035726064875418848
18,Y_5,0.0025559699140116922
19,Y_5,0.0016594576215030851
20,Y_5,0.0008735431691347962
21,Y_5,0.00018750432867790226
22,Y_5,-0.0004094813363324811
23,Y_5,-0.0009277352026856658
24,Y_5,-0.00137677832147613
25,Y_5,-0.0017652121259836224
26,Y_5,-0.0021007027875980496
27,Y_5,-0.0023900221872288356
28,Y_5,-0.0026391170258386336
29,Y_5,-0.0028531892261187916
30,Y_5,-0.003036777983086396
31,Y_5,-0.003193838228824571
32,Y_5,-0.0033278129280614557
33,Y_5,-0.0034416981803644074
34,Y_5,-0.003538100990972929
35,Y_5,-0.0036192900492650073
36,Y_5,-0.003687240085988582
37,Y_5,-0.0037436704694821564
38,Y_5,-0.0037900787095612684
39,Y_5,-0.003827769503328692
40,Y_5,-0.003857879902341565
1,PH_5,-0.04094755176439431
2,PH_5,-0.05272860587000051
3,PH_5,-0.050950407097509545
4,PH_5,-0.045094613164173944
5,PH_5,-0.038802902706933186
6,PH_5,-0.03327432963490107
7,PH_5,-0.02876010664230289
8,PH_5,-0.025180975525367903
9,PH_5,-0.022370799185605073
10,PH_5,-0.02016469617517232
11,PH_5,-0.01842505270165689
12,PH_5,-0.017044457914926908
13,PH_5,-0.01594132648239526
14,PH_5,-0.015054183532869707
15,PH_5,-0.014336600737892164
16,PH_5,-0.013753236594709744
17,PH_5,-0.013276903687989481
18,PH_5,-0.012886448057586139
19,PH_5,-0.01256522772361384
20,PH_5,-0.01230001893016172
21,PH_5,-0.012080223365730353
22,PH_5,-0.011897286484123379
23,PH_5,-0.011744264493238302
24,PH_5,-0.011615497010710268
25,PH_5,-0.011506355787024346
26,PH_5,-0.011413049018853974
27,PH_5,-0.011332466954243291
28,PH_5,-0.011262058680175
29,PH_5,-0.011199732837928082
30,PH_5,-0.011143776974482348
31,PH_5,-0.011092791603646636
32,PH_5,-0.011045636013818494
33,PH_5,-0.011001383549580529
34,PH_5,-0.010959284597443861
35,PH_5,-0.010918735879114544
36,PH_5,-0.010879254937051204
37,PH_5,-0.010840458912802286
38,PH_5,-0.01080204688648193
39,PH_5,-0.010763785178145226
40,PH_5,-0.010725495117485256
1,MC_5,0.09870960441339299
2,MC_5,0.03520483499058623
3,MC_5,0.00978289311100686
4,MC_5,-6.15567507041551e-5
5,MC_5,-0.003762095265043673
6,MC_5,-0.005191225077287935
7,MC_5,-0.00586949292581851
8,MC_5,-0.006349482887599033
9,MC_5,-0.006802798652169418
10,MC_5,-0.007262595619931536
11,MC_5,-0.007719577054395294
12,MC_5,-0.008157168517871377
13,MC_5,-0.008562448554293967
14,MC_5,-0.008928089571560787
15,MC_5,-0.009251435174752291
16,MC_5,-0.00953301585888169
17,MC_5,-0.009775257412180882
18,MC_5,-0.009981547084480515
19,MC_5,-0.010155623894230675
20,MC_5,-0.01030121143615749
21,MC_5,-0.010421815718251473
22,MC_5,-0.010520628448076356
23,MC_5,-0.010600494155871701
