variable,value
GDP_ss,0.9253421640164565
TB_ss,0.02120357547243651
Bstar_ss,3.621165309497551
w_ss,0.7799913609338411
Q_ss,0.4123914270869896
C_ss,0.90413858854402
rank_corr_Y,0.5734265734265734
rank_corr_P,0.3006993006993007
rank_corr_L,-0.35664335664335667
