group,rbar_alone,share_var_GDP_pct
sectoral TFP,0.5846798210130757,53.97026220856864
sectoral demand,-0.028129618080909635,0.4993667577341158
external + copper,0.3474049242702934,41.03835744087362
monetary,0.6861188775894658,0.3885554936122944
preference (zeta),0.7455600693553914,0.0015447811061956964
goods realloc.,0.09579584803016529,4.10191331810513
