period,variable,value
1,GDP,-0.5537847828849698
2,GDP,-0.502308135469839
3,GDP,-0.45785015059008055
4,GDP,-0.41918938269504263
5,GDP,-0.38530604358953646
6,GDP,-0.3554186861390816
7,GDP,-0.3289167830005882
8,GDP,-0.3053143384751654
9,GDP,-0.2842176446450973
10,GDP,-0.26530261356838303
11,GDP,-0.24829864092841863
12,GDP,-0.23297696092852102
13,GDP,-0.21914211721732424
14,GDP,-0.20662561698450121
15,GDP,-0.1952811310990899
16,GDP,-0.1849808019352098
17,GDP,-0.1756123548951306
18,GDP,-0.16707680101695105
19,GDP,-0.15928658059441078
20,GDP,-0.15216404082901966
21,GDP,-0.14564017043858996
22,GDP,-0.13965353505374584
23,GDP,-0.13414937196764484
24,GDP,-0.12907881327439427
25,GDP,-0.12439821393869457
26,GDP,-0.12006856677299478
27,GDP,-0.11605499027153486
28,GDP,-0.11232627818726522
29,GDP,-0.10885450193330694
30,GDP,-0.10561465855241013
31,GDP,-0.10258435827181782
32,GDP,-0.09974354665062031
33,GDP,-0.09707425710605681
34,GDP,-0.09456039022742495
35,GDP,-0.09218751678973289
36,GDP,-0.08994270179198999
37,GDP,-0.08781434718762697
38,GDP,-0.0857920512621823
39,GDP,-0.08386648285743589
40,GDP,-0.0820292688501672
41,GDP,-0.08027289347416815
42,GDP,-0.07859060823106061
43,GDP,-0.07697635127274405
44,GDP,-0.07542467525900853
45,GDP,-0.07393068280042941
46,GDP,-0.07248996869110176
47,GDP,-0.07109856821968373
48,GDP,-0.06975291092194963
49,GDP,-0.06844977920471766
50,GDP,-0.06718627133058025
51,GDP,-0.06595976830612764
52,GDP,-0.06476790426403416
53,GDP,-0.0636085399720719
54,GDP,-0.06247973914037556
55,GDP,-0.06137974723256283
56,GDP,-0.06030697251705174
57,GDP,-0.05925996912246163
58,GDP,-0.05823742188568261
59,GDP,-0.057238132803335555
60,GDP,-0.056261008917187175
61,GDP,-0.05530505148186886
62,GDP,-0.054369346279182426
63,GDP,-0.053453054957555826
64,GDP,-0.05255540728799973
65,GDP,-0.05167569423937418
66,GDP,-0.050813261786030475
67,GDP,-0.04996750537008229
68,GDP,-0.049137864948778226
69,GDP,-0.04832382056481219
70,GDP,-0.0475248883839904
71,GDP,-0.04674061715056922
72,GDP,-0.04597058501584937
73,GDP,-0.04521439670032761
74,GDP,-0.04447168095392626
75,GDP,-0.04374208828259036
76,GDP,-0.04302528891291789
77,GDP,-0.04232097096950163
78,GDP,-0.0416288388423575
79,GDP,-0.040948611724224475
80,GDP,-0.0402800222996737
1,pi,0.039369097655053475
2,pi,0.0298204030366965
3,pi,0.024307081455457062
4,pi,0.020319993988862067
5,pi,0.017361922040570566
6,pi,0.01510759797735948
7,pi,0.013344038441362362
8,pi,0.011930426526524105
9,pi,0.010772513712490488
10,pi,0.009806260244443078
11,pi,0.008987357770732611
12,pi,0.008284500601479786
13,pi,0.007675048564157172
14,pi,0.00714221791718684
15,pi,0.0066732504595973675
16,pi,0.00625821042931704
17,pi,0.005889185658472789
18,pi,0.005559750199660304
19,pi,0.005264597054562323
20,pi,0.004999282401860933
21,pi,0.0047600436207205655
22,pi,0.004543666752968893
23,pi,0.0043473875845397945
24,pi,0.004168815999522462
25,pi,0.004005876778407277
26,pi,0.0038567622824371133
27,pi,0.003719893938325608
28,pi,0.003593890398705178
29,pi,0.00347754088634439
30,pi,0.003369782651134816
31,pi,0.003269681752690416
32,pi,0.0031764165758981578
33,pi,0.003089263622573734
34,pi,0.0030075852192627934
35,pi,0.0029308188519579902
36,pi,0.002858467891389433
37,pi,0.0027900935130356504
38,pi,0.002725307647697676
39,pi,0.0026637668237965042
40,pi,0.0026051667831279144
41,pi,0.0025492377687811366
42,pi,0.002495740398090442
43,pi,0.002444462045425083
44,pi,0.0023952136697572295
45,pi,0.002347827030600794
46,pi,0.002302152243338955
47,pi,0.0022580556313489307
48,pi,0.0022154178378492612
49,pi,0.002174132165167162
50,pi,0.0021341031132588143
51,pi,0.0020952450929026083
52,pi,0.0020574812921025014
53,pi,0.00202074267694791
54,pi,0.00198496711053478
55,pi,0.00195009857560515
56,pi,0.0019160864883524685
57,pi,0.001882885092399332
58,pi,0.0018504529233156642
59,pi,0.0018187523352333826
60,pi,0.0017877490821514104
61,pi,0.001757411947431594
62,pi,0.0017277124157790281
63,pi,0.001698624382694109
64,pi,0.00167012389699047
65,pi,0.0016421889325047966
66,pi,0.001614799185590233
67,pi,0.001587935895393779
68,pi,0.0015615816842754647
69,pi,0.0015357204160424281
70,pi,0.0015103370699458335
71,pi,0.001485417628631898
72,pi,0.0014609489784504586
73,pi,0.0014369188207125174
74,pi,0.0014133155926522862
75,pi,0.0013901283969946952
76,pi,0.0013673469391568783
77,pi,0.0013449614712243655
78,pi,0.001322962741942346
79,pi,0.0013013419520491113
80,pi,0.0012800907143565188
1,Q,-0.030960676677401003
2,Q,-0.037308649380749556
3,Q,-0.026886614955263195
4,Q,-0.007730642481080912
5,Q,0.015292466023093925
6,Q,0.039295477260709255
7,Q,0.06262413724589999
8,Q,0.08438575833499234
9,Q,0.10415231407457402
10,Q,0.12177411286216505
11,Q,0.1372634611947262
12,Q,0.15072255460618336
13,Q,0.16229925349347174
14,Q,0.17216038385973764
15,Q,0.1804760024176371
16,Q,0.18741047756540918
17,Q,0.19311776834383404
18,Q,0.19773925408131707
19,Q,0.2014030823398385
20,Q,0.2042243918209386
21,Q,0.20630601258342368
22,Q,0.2077394006858677
23,Q,0.20860566149978949
24,Q,0.20897657659360266
25,Q,0.20891558668966512
26,Q,0.2084787062656578
27,Q,0.20771535930752785
28,Q,0.2066691339441709
29,Q,0.20537845836619184
30,Q,0.20387720291674932
31,Q,0.20219521439991087
32,Q,0.200358789018809
33,Q,0.1983910902671184
34,Q,0.19631251775985745
35,Q,0.1941410325295301
36,Q,0.19189244380688242
37,Q,0.1895806617961766
38,Q,0.18721792046750327
39,Q,0.1848149739358553
40,Q,0.18238126958386638
41,Q,0.1799251007134102
42,Q,0.17745374117937326
43,Q,0.17497356416430782
44,Q,0.1724901469921969
45,Q,0.17000836364989885
46,Q,0.16753246648272446
47,Q,0.16506615835294614
48,Q,0.1626126563940247
49,Q,0.16017474835637943
50,Q,0.1577548424203386
51,Q,0.15535501124643578
52,Q,0.15297703094065843
53,Q,0.15062241553101938
54,Q,0.14829244748050338
55,Q,0.14598820469881768
56,Q,0.1437105844603694
57,Q,0.1414603245875603
58,Q,0.13923802221600698
59,Q,0.13704415042094373
60,Q,0.13487907295120818
61,Q,0.1327430572882989
62,Q,0.1306362862225475
63,Q,0.12855886811603498
64,Q,0.1265108460021426
65,Q,0.124492205654226
66,Q,0.12250288274056728
67,Q,0.12054276916922675
68,Q,0.11861171871448711
69,Q,0.1167095520060418
70,Q,0.11483606095278509
71,Q,0.11299101266484204
72,Q,0.11117415293021878
73,Q,0.10938520929603963
74,Q,0.10762389379866373
75,Q,0.10588990538195464
76,Q,0.10418293203854181
77,Q,0.10250265270497777
78,Q,0.1008487389382212
79,Q,0.09922085639779163
80,Q,0.09761866615521403
1,TB,-7.690903345802976
2,TB,-5.552274813171231
3,TB,-4.043666306493359
4,TB,-2.954956205122365
5,TB,-2.1469327561256772
6,TB,-1.5294321359125962
7,TB,-1.043785112385133
8,TB,-0.6515757373106608
9,TB,-0.3274360260831462
10,TB,-0.054423272142691125
11,TB,0.1789486801007439
12,TB,0.3806180579018326
13,TB,0.5562037250506172
14,TB,0.7097971080040254
15,TB,0.8444735278265568
16,TB,0.9626230602772826
17,TB,1.0661652234119434
18,TB,1.1566888232513206
19,TB,1.2355435468052391
20,TB,1.3039004214559244
21,TB,1.3627921695491436
22,TB,1.413140566716937
23,TB,1.455775386549135
24,TB,1.4914478854489042
25,TB,1.5208407305738245
26,TB,1.544575595452243
27,TB,1.5632192100941527
28,TB,1.5772883700694138
29,TB,1.587254227178378
30,TB,1.5935460674998787
31,TB,1.596554707806869
32,TB,1.5966355937171426
33,TB,1.5941116528519361
34,TB,1.5892759374533767
35,TB,1.582394079303955
36,TB,1.5737065727665538
37,TB,1.5634308976194604
38,TB,1.5517634909988298
39,TB,1.538881576476806
40,TB,1.5249448576481204
41,TB,1.510097083289925
42,TB,1.4944674910244609
43,TB,1.4781721363476983
44,TB,1.4613151138292861
45,TB,1.443989677208131
46,TB,1.4262792649893468
47,TB,1.4082584379882666
48,TB,1.3899937350677403
49,TB,1.3715444530815089
50,TB,1.3529633567756159
51,TB,1.3342973241187572
52,TB,1.315587932237871
53,TB,1.296871988833157
54,TB,1.2781820136425288
55,TB,1.2595466742233994
56,TB,1.240991180023632
57,TB,1.222537638425923
58,TB,1.2042053761732794
59,TB,1.1860112293189937
60,TB,1.1679698045937943
61,TB,1.150093714846188
62,TB,1.1323937909898556
63,TB,1.1148792726842025
64,TB,1.0975579797807544
65,TB,1.0804364663885284
66,TB,1.0635201592453842
67,TB,1.0468134819291923
68,TB,1.0303199663015132
69,TB,1.0140423524470852
70,TB,0.9979826782537001
71,TB,0.9821423596685332
72,TB,0.9665222625679598
73,TB,0.9511227670875103
74,TB,0.9359438251764709
75,TB,0.9209850120668632
76,TB,0.9062455722787098
77,TB,0.8917244607219689
78,TB,0.8774203793997669
79,TB,0.8633318101671091
80,TB,0.8494570439536369
1,C,-0.36991199415634707
2,C,-0.37220640651352055
3,C,-0.36546916842192506
4,C,-0.3538607045307692
5,C,-0.33992145083794595
6,C,-0.32517270841650725
7,C,-0.31049970986628184
8,C,-0.29639364463014634
9,C,-0.2831042142985956
10,C,-0.2707354745497848
11,C,-0.25930576606516514
12,C,-0.24878494104476986
13,C,-0.2391172657789138
14,C,-0.2302353135597956
15,C,-0.22206821454935075
16,C,-0.21454639239545487
17,C,-0.20760413231226124
18,C,-0.20118082732879267
19,C,-0.19522143378391046
20,C,-0.18967646736672475
21,C,-0.18450174477582207
22,C,-0.17965799651793582
23,C,-0.17511042640526595
24,C,-0.17082826208853003
25,C,-0.16678432158817807
26,C,-0.1629546088846889
27,C,-0.15931794442606956
28,C,-0.1558556321488998
29,C,-0.15255116217657483
30,C,-0.14938994705286932
31,C,-0.14635908874878995
32,C,-0.14344717346895486
33,C,-0.14064409130786518
34,C,-0.13794087795976218
35,C,-0.13532957590315933
36,C,-0.13280311272355622
37,C,-0.1303551944825031
38,C,-0.12798021227538323
39,C,-0.12567316033753334
40,C,-0.12342956425581247
41,C,-0.12124541801989726
42,C,-0.11911712880506238
43,C,-0.1170414685173044
44,C,-0.11501553125399598
45,C,-0.11303669594050156
46,C,-0.11110259349699922
47,C,-0.10921107797171008
48,C,-0.10736020114824771
49,C,-0.10554819019717289
50,C,-0.10377342799621461
51,C,-0.10203443579101322
52,C,-0.10032985790955622
53,C,-0.09865844827949413
54,C,-0.09701905852892673
55,C,-0.09541062747863438
56,C,-0.0938321718576288
57,C,-0.09228277809474351
58,C,-0.09076159505719511
59,C,-0.08926782762294239
60,C,-0.08780073098756744
61,C,-0.08635960561854687
62,C,-0.08494379278040358
63,C,-0.08355267056352327
64,C,-0.08218565035755694
65,C,-0.08084217371745452
66,C,-0.07952170957642059
67,C,-0.07822375176555503
68,C,-0.07694781680474347
69,C,-0.07569344193357562
70,C,-0.07446018335476715
71,C,-0.07324761466581259
72,C,-0.07205532545744804
73,C,-0.07088292006001791
74,C,-0.06973001642104487
75,C,-0.0685962450992474
76,C,-0.06748124836196169
77,C,-0.06638467937443064
78,C,-0.06530620147075437
79,C,-0.06424548749746524
80,C,-0.06320221922172749
1,N,0.11248196251543906
2,N,0.09320919017166436
3,N,0.08430968367772454
4,N,0.0814262735189048
5,N,0.08187939574410431
6,N,0.08403134078322341
7,N,0.0868990136831614
8,N,0.08990839132199939
9,N,0.09273909702099335
10,N,0.09522626122293185
11,N,0.09729877160013937
12,N,0.09894061392208647
13,N,0.10016684238989564
14,N,0.1010087980418507
15,N,0.10150515474209026
16,N,0.10169662064176814
17,N,0.10162291762666797
18,N,0.10132116691345903
19,N,0.10082513056136978
20,N,0.10016496305850735
21,N,0.09936725689203693
22,N,0.09845524823738526
23,N,0.09744910088043682
24,N,0.09636621922586786
25,N,0.09522156175743755
26,N,0.09402793907003912
27,N,0.09279628843427597
28,N,0.09153592159398151
29,N,0.09025474528807532
30,N,0.08895945556292292
31,N,0.08765570776461028
32,N,0.08634826446625088
33,N,0.08504112367889412
34,N,0.08373762963188977
35,N,0.08244056826179096
36,N,0.08115224936226728
37,N,0.0798745771476342
38,N,0.07860911078497203
39,N,0.07735711626297553
40,N,0.07611961079392303
41,N,0.07489740079016893
42,N,0.07369111431849693
43,N,0.07250122881379412
44,N,0.07132809472664561
45,N,0.07017195568621933
46,N,0.0690329656787877
47,N,0.06791120367201818
48,N,0.0668066860544621
49,N,0.06571937720728525
50,N,0.06464919848014185
51,N,0.063596035804239
52,N,0.0625597461422326
53,N,0.061540162945892464
54,N,0.06053710076783396
55,N,0.05955035915247018
56,N,0.05857972591320787
57,N,0.05762497988736843
58,N,0.056685893246998784
59,N,0.05576223343233245
60,N,0.05485376476489536
61,N,0.05396024978889373
62,N,0.05308145038236968
63,N,0.05221712867349392
64,N,0.051367047792133795
65,N,0.05053097248236472
66,N,0.049708669597770774
67,N,0.04889990849811797
68,N,0.048104461363194594
69,N,0.047322103437234544
70,N,0.04655261321530846
71,N,0.04579577258133548
72,N,0.04505136690589121
73,N,0.044319185110729936
74,N,0.04359901970586534
75,N,0.04289066680414297
76,N,0.04219392611746012
77,N,0.04150860093812891
78,N,0.04083449810831751
79,N,0.040171427980028006
80,N,0.039519204367665525
1,w,-0.6273419761038904
2,w,-0.651224570690993
3,w,-0.646648755043209
4,w,-0.6263145486506828
5,w,-0.5979823958882677
6,w,-0.5663325978317411
7,w,-0.5341186947718793
8,w,-0.5028970654516169
9,w,-0.4734874663757625
10,w,-0.44626285678291616
11,w,-0.4213310112048128
12,w,-0.398647631913074
13,w,-0.37808618369758806
14,w,-0.35948046108607784
15,w,-0.3426500418144052
16,w,-0.32741505829531614
17,w,-0.3136043540333203
18,w,-0.30105959024790324
19,w,-0.2896369151021497
20,w,-0.2792072039782261
21,w,-0.2696554970368895
22,w,-0.26088001896516255
23,w,-0.2527910139139369
24,w,-0.24530953344354114
25,w,-0.23836625603338737
26,w,-0.23190038015494918
27,w,-0.22585861066102156
28,w,-0.2201942449812842
29,w,-0.2148663579581064
30,w,-0.20983907997096912
31,w,-0.20508096093456346
32,w,-0.2005644119666719
33,w,-0.19626521647694628
34,w,-0.19216210279721493
35,w,-0.18823637105567625
36,w,-0.18447156766889722
37,w,-0.18085320151482737
38,w,-0.1773684965161688
39,w,-0.1740061759848428
40,w,-0.17075627464510182
41,w,-0.16760997476220213
42,w,-0.16455946325663
43,w,-0.16159780708398094
44,w,-0.15871884451215248
45,w,-0.15591709023523861
46,w,-0.15318765253220393
47,w,-0.15052616091254295
48,w,-0.14792870289488352
49,w,-0.1453917687416286
50,w,-0.14291220312663397
51,w,-0.1404871628465731
52,w,-0.13811407980268284
53,w,-0.1357906285803217
54,w,-0.13351469804122257
55,w,-0.1312843664192451
56,w,-0.1290978794763479
57,w,-0.1269536313327564
58,w,-0.1248501476350254
59,w,-0.12278607076889925
60,w,-0.12076014686143459
61,w,-0.11877121434949116
62,w,-0.11681819392009436
63,w,-0.1149000796528799
64,w,-0.11301593121633012
65,w,-0.11116486698823531
66,w,-0.10934605798712081
67,w,-0.10755872251559231
68,w,-0.10580212142893936
69,w,-0.10407555395314509
70,w,-0.10237835398587443
71,w,-0.10070988682224734
72,w,-0.09906954625438628
73,w,-0.09745675200001176
74,w,-0.09587094742084351
75,w,-0.09431159749636986
76,w,-0.09277818702274292
77,w,-0.09127021901023619
78,w,-0.08978721325591836
79,w,-0.08832870507101663
80,w,-0.08689424414491521
1,r,0.02523163155553404
2,r,0.03778401359015027
3,r,0.0435390859642972
4,r,0.0452423461930364
5,r,0.04460678919439238
6,r,0.04269156257622665
7,r,0.04014393080471634
8,r,0.03735261695586374
9,r,0.03454486966839205
10,r,0.03184780770913969
11,r,0.029327099936530817
12,r,0.027011275966194525
13,r,0.024906936341875588
