period,variable,value
24,L_7,0.01738882194183731
25,L_7,0.017163708256219178
26,L_7,0.01697605546011113
27,L_7,0.01681841096888293
28,L_7,0.01668460634193549
29,L_7,0.01656958097733601
30,L_7,0.01646921406601199
31,L_7,0.016380172237593867
32,L_7,0.016299775717631176
33,L_7,0.016225883216631484
34,L_7,0.016156794401165367
35,L_7,0.016091168161350627
36,L_7,0.016027954678739787
37,L_7,0.01596633932405501
38,L_7,0.015905696560426487
39,L_7,0.015845552226833523
40,L_7,0.01578555278943977
1,Y_8,0.7990167051628969
2,Y_8,0.24514506171006784
3,Y_8,0.05762195845881802
4,Y_8,0.009623835478496434
5,Y_8,0.00853640871226736
6,Y_8,0.01883924476899976
7,Y_8,0.028413122505496033
8,Y_8,0.03422300877972113
9,Y_8,0.036405434226119145
10,Y_8,0.03594365724254971
11,Y_8,0.03383541582985375
12,Y_8,0.03085493847319049
13,Y_8,0.027532898472291716
14,Y_8,0.0242027214743642
15,Y_8,0.021056400996015093
16,Y_8,0.018191555320144423
17,Y_8,0.01564621754522015
18,Y_8,0.013422814394924298
19,Y_8,0.011503939191043826
20,Y_8,0.009862341145111427
21,Y_8,0.00846701824613646
22,Y_8,0.007286768832025345
23,Y_8,0.006292130214852579
24,Y_8,0.005456320921673491
25,Y_8,0.004755586541132897
26,Y_8,0.0041692034584419144
27,Y_8,0.0036792988968215794
28,Y_8,0.0032705837080813614
29,Y_8,0.0029300549051808024
30,Y_8,0.002646700205641869
31,Y_8,0.0024112216288722068
32,Y_8,0.0022157860169967933
33,Y_8,0.002053804984980829
34,Y_8,0.0019197438073458209
35,Y_8,0.0018089571944855047
36,Y_8,0.0017175492197580337
37,Y_8,0.0016422544658212194
38,Y_8,0.001580337541116519
39,Y_8,0.0015295083392670894
40,Y_8,0.0014878506950737644
1,PH_8,-0.09141303584475945
2,PH_8,-0.1292411585839509
3,PH_8,-0.1338178288453266
4,PH_8,-0.12542705266294382
5,PH_8,-0.11303489650743041
6,PH_8,-0.10035614388306077
7,PH_8,-0.0887904462036325
8,PH_8,-0.07874166540753924
9,PH_8,-0.07020640641335206
10,PH_8,-0.06303263247737512
11,PH_8,-0.057029958398391124
12,PH_8,-0.05201388298059886
13,PH_8,-0.04782115015279412
14,PH_8,-0.04431295613804137
15,PH_8,-0.04137342564178322
16,PH_8,-0.03890657351303461
17,PH_8,-0.03683307955783047
18,PH_8,-0.03508736992965594
19,PH_8,-0.03361514175155242
20,PH_8,-0.032371324678074576
21,PH_8,-0.031318423803670274
22,PH_8,-0.0304251782814897
23,PH_8,-0.029665474998762605
24,PH_8,-0.02901746618695092
25,PH_8,-0.028462849665506187
26,PH_8,-0.02798627901178632
27,PH_8,-0.0275748779644547
28,PH_8,-0.02721783890341518
29,PH_8,-0.02690608954757738
30,PH_8,-0.02663201532810464
31,PH_8,-0.02638922745286847
32,PH_8,-0.026172368658015054
33,PH_8,-0.02597695018452047
34,PH_8,-0.025799214727180234
35,PH_8,-0.025636021059925105
36,PH_8,-0.02548474680382884
37,PH_8,-0.025343206416840357
38,PH_8,-0.025209581980232182
39,PH_8,-0.025082364760977447
40,PH_8,-0.024960305860729507
1,MC_8,0.1981478958519624
2,MC_8,-0.0541201599494182
3,MC_8,-0.12319581369496121
4,MC_8,-0.12479669429726228
5,MC_8,-0.10633219711087605
6,MC_8,-0.08553862211496613
7,MC_8,-0.0680587238527148
8,MC_8,-0.054908615096497665
9,MC_8,-0.04555300457206878
10,MC_8,-0.03910447296873589
11,MC_8,-0.034742900770474226
12,MC_8,-0.03182567846937069
13,MC_8,-0.029885979969961465
14,MC_8,-0.028598465797875054
15,MC_8,-0.027741984288688466
16,MC_8,-0.027168547953945858
17,MC_8,-0.026780117034254588
18,MC_8,-0.026512146838792904
19,MC_8,-0.026322294725980994
20,MC_8,-0.02618282333465792
21,MC_8,-0.026075557967579755
22,MC_8,-0.025988569554619544
23,MC_8,-0.02591400610905829
24,MC_8,-0.025846680728905988
25,MC_8,-0.02578315431008579
26,MC_8,-0.025721140051438888
27,MC_8,-0.02565911649040064
28,MC_8,-0.025596075339168557
29,MC_8,-0.02553135634975898
30,MC_8,-0.02546453836738347
31,MC_8,-0.02539536671635588
32,MC_8,-0.025323704159279644
33,MC_8,-0.025249497238691174
34,MC_8,-0.025172752742589496
35,MC_8,-0.02509352091276254
36,MC_8,-0.02501188321467201
37,MC_8,-0.024927943253521958
38,MC_8,-0.02484181990983613
39,MC_8,-0.024753642080017072
40,MC_8,-0.024663544607292098
1,L_8,0.4972585739422679
2,L_8,0.17085217386400087
3,L_8,0.05639590600161239
4,L_8,0.024267298620697694
5,L_8,0.0205804672751615
6,L_8,0.024461986498903014
7,L_8,0.028622630975463772
8,L_8,0.031090056189835104
9,L_8,0.03178396189222669
10,L_8,0.03116048878217799
11,L_8,0.02971947829010684
12,L_8,0.02785706300703405
13,L_8,0.02584642807409177
14,L_8,0.023858920589570266
15,L_8,0.021992271116737037
16,L_8,0.0202949815678906
17,L_8,0.018784519505087572
18,L_8,0.01745989887511089
19,L_8,0.016309957814943574
20,L_8,0.01531859255926292
21,L_8,0.014467939081701868
22,L_8,0.013740217267519334
23,L_8,0.013118727785045182
24,L_8,0.012588326998472192
25,L_8,0.012135590671831637
26,L_8,0.011748800163162218
27,L_8,0.011417834188128752
28,L_8,0.011134016571209505
29,L_8,0.010889949659939425
30,L_8,0.010679350110984202
31,L_8,0.010496895794157525
32,L_8,0.010338087778685804
33,L_8,0.010199128581265992
34,L_8,0.01007681630727618
35,L_8,0.009968453521108561
36,L_8,0.009871769334283714
37,L_8,0.009784853110949742
38,L_8,0.009706098242884435
39,L_8,0.009634154569702229
40,L_8,0.009567888173019625
1,Y_9,0.34238804899937486
2,Y_9,0.09389573689172434
3,Y_9,0.023184049003816525
4,Y_9,0.01465511683674808
5,Y_9,0.023465753750213664
6,Y_9,0.0335279396240314
7,Y_9,0.04020082946564808
8,Y_9,0.04303856746773379
9,Y_9,0.04286967230888695
10,Y_9,0.04070335546357313
11,Y_9,0.03737968454700218
12,Y_9,0.033503976621056274
13,Y_9,0.029476388448933098
14,Y_9,0.025543141175323855
15,Y_9,0.021843746951204352
16,Y_9,0.018447563567962805
17,Y_9,0.015379835480056918
18,Y_9,0.012639345490345018
19,Y_9,0.01020996246321634
20,Y_9,0.00806797126786997
21,Y_9,0.00618658476335935
22,Y_9,0.004538619820736904
23,Y_9,0.0030980027993725684
24,Y_9,0.0018405446935053581
25,Y_9,0.0007442718246443381
26,Y_9,-0.0002105052595727844
27,Y_9,-0.0010412698309943604
28,Y_9,-0.001763453047492398
29,Y_9,-0.002390621214614931
30,Y_9,-0.0029346711671304764
31,Y_9,-0.0034060197562025604
32,Y_9,-0.0038137802070724075
33,Y_9,-0.004165922177830601
34,Y_9,-0.004469414714660828
35,Y_9,-0.004730352611192122
36,Y_9,-0.004954067351059228
37,Y_9,-0.0051452241026221915
38,Y_9,-0.00530790630448286
39,Y_9,-0.005445689329244837
40,Y_9,-0.0055617046009251835
1,PH_9,-0.09938572670213786
2,PH_9,-0.13883242337760338
3,PH_9,-0.14352070648811266
4,PH_9,-0.13523241264847477
5,PH_9,-0.12319502123305444
6,PH_9,-0.11101475858018049
7,PH_9,-0.09992854229327595
8,PH_9,-0.09021922276488394
9,PH_9,-0.08181865705830904
10,PH_9,-0.07455536005796141
11,PH_9,-0.06824934604109202
12,PH_9,-0.06274326330585192
13,PH_9,-0.057908425928227085
14,PH_9,-0.05364204178634335
15,PH_9,-0.049862206444659295
16,PH_9,-0.046503079293349014
17,PH_9,-0.04351095233839444
18,PH_9,-0.04084127075117852
19,PH_9,-0.038456453304912014
20,PH_9,-0.036324323090983254
21,PH_9,-0.034416981367372604
22,PH_9,-0.0327099944332512
23,PH_9,-0.031181798337361337
24,PH_9,-0.029813254207642043
25,PH_9,-0.028587307778482705
26,PH_9,-0.027488721494279268
27,PH_9,-0.02650385783081805
28,PH_9,-0.0256204994658338
29,PH_9,-0.024827696631571805
30,PH_9,-0.024115635116230653
31,PH_9,-0.02347552045707276
32,PH_9,-0.022899475237339446
33,PH_9,-0.02238044730069337
34,PH_9,-0.02191212729100404
35,PH_9,-0.021488874318447565
36,PH_9,-0.021105648815407767
37,PH_9,-0.02075795182360189
38,PH_9,-0.02044177007720178
39,PH_9,-0.02015352633488917
40,PH_9,-0.019890034479256233
1,MC_9,0.011392854742698248
2,MC_9,-0.10054080596042529
3,MC_9,-0.12482081980858079
4,MC_9,-0.11787319710485952
5,MC_9,-0.1019935675294346
6,MC_9,-0.08564348101116345
7,MC_9,-0.07156040664808355
8,MC_9,-0.06024361176110059
9,MC_9,-0.05141384314852091
10,MC_9,-0.04459690072041665
11,MC_9,-0.03933671774246796
12,MC_9,-0.03525770224676895
13,MC_9,-0.03207005144076931
14,MC_9,-0.029556719304558575
15,MC_9,-0.027557079182365652
16,MC_9,-0.025952447005461354
17,MC_9,-0.024654703806453022
18,MC_9,-0.023597840895477697
19,MC_9,-0.022731853090291385
20,MC_9,-0.022018388050598504
21,MC_9,-0.021427661130310673
22,MC_9,-0.02093626423536277
23,MC_9,-0.020525600068140276
24,MC_9,-0.02018075248128932
25,MC_9,-0.019889661483722038
26,MC_9,-0.019642512264769898
27,MC_9,-0.019431275893177686
28,MC_9,-0.01924935874169805
29,MC_9,-0.019091330907728774
30,MC_9,-0.01895271289424274
31,MC_9,-0.018829805941026245
32,MC_9,-0.018719555584452246
33,MC_9,-0.018619440905510837
34,MC_9,-0.018527383925431545
35,MC_9,-0.01844167501095054
36,MC_9,-0.018360911147976958
37,MC_9,-0.018283944660975153
38,MC_9,-0.018209840481654867
39,MC_9,-0.01813784046241014
40,MC_9,-0.018067333526581512
1,L_9,-0.05274712702575475
2,L_9,-0.004021876122703851
3,L_9,0.02086713858715419
4,L_9,0.032617991837917075
5,L_9,0.0376442583968831
6,L_9,0.039139561885637005
7,L_9,0.03875112393197745
8,L_9,0.037361005402346006
9,L_9,0.03545877124258884
10,L_9,0.03332438193492629
11,L_9,0.031121155865996623
12,L_9,0.02894496051758467
13,L_9,0.026851370019697354
14,L_9,0.02487128642055609
15,L_9,0.02302025938556389
16,L_9,0.02130421647535539
17,L_9,0.019723069459120907
18,L_9,0.01827302268480945
19,L_9,0.016948067643658794
20,L_9,0.015740957116661645
21,L_9,0.01464384152564854
22,L_9,0.013648683535081706
23,L_9,0.012747525807264955
24,L_9,0.01193266084223687
25,L_9,0.011196735178772038
26,L_9,0.010532809426421907
27,L_9,0.009934388522589495
28,L_9,0.009395431939804664
29,L_9,0.008910350465724576
30,L_9,0.008473994101400385
31,L_9,0.008081634221837115
32,L_9,0.007728942188689977
33,L_9,0.007411965948829514
34,L_9,0.007127105696444875
35,L_9,0.006871089355705444
36,L_9,0.006640948412943146
37,L_9,0.006433994463313184
38,L_9,0.006247796717776297
39,L_9,0.00608016062903479
40,L_9,0.005929107730847436
1,Y_10,1.8426885822959422
2,Y_10,0.610322229726674
3,Y_10,0.15546381771180684
4,Y_10,0.010568715851046823
5,Y_10,-0.019236738084550876
6,Y_10,-0.012243507684864423
7,Y_10,0.0021591125281659193
8,Y_10,0.014380794320414494
9,Y_10,0.02236253383455393
10,Y_10,0.026570442110812713
11,Y_10,0.028065043416450046
12,Y_10,0.02783529327674034
13,Y_10,0.026626911660219757
14,Y_10,0.0249459190910585
15,Y_10,0.02311107768901472
16,Y_10,0.021309346102021183
17,Y_10,0.019640650126663065
18,Y_10,0.01815023190929071
19,Y_10,0.016850615771830738
20,Y_10,0.0157359015787047
21,Y_10,0.014790743783475209
22,Y_10,0.01399579677573818
23,Y_10,0.013330880159533386
24,Y_10,0.012776710506585355
25,Y_10,0.012315755195720044
26,Y_10,0.011932565040725516
