variable,value
GDP_ss,0.7252980160715452
TB_ss,0.016619702226719546
Bstar_ss,1.8583944739073848
w_ss,0.5061819940715129
Q_ss,0.629845763012334
C_ss,0.7086783138448257
rank_corr_Y,0.17482517482517482
rank_corr_P,-0.26573426573426573
rank_corr_L,0.20279720279720279
